Stock,Comment,Commented By,Timestamp
Aarti Industries,Actual  Profit  is  higher  as  Forien  currency  loans  exchange  rate  losses  of  23  Crores  have  been  accounted  for  in  the  Finance  expenses,Market@9,2025-02-01 21:58:00
Aarti Industries,Actual  profits  are  more  better  than  management  estimates  made  in  last  investor  presentation,Market@9,2025-02-01 21:56:00
Aarti Industries,Chemical  share  are  going  to  fire.  It  will  be  doubled  in  1-2  months,Market@9,2025-02-01 21:55:00
Aarti Industries,shall  go  below  360  over  3-4  weeks  time.,Sha_Alpha,2025-02-01 21:18:00
Aarti Industries,"Raw  material  cost  is  the  only  driver  for  lower  profits  so  it’s  all  known.  Higher  revenues,  capex  realisation  and  new  market  entry  will  make  it  positive",Pavya408,2025-02-01 21:00:00
Aarti Industries,"There  might  be  a  possibility  that  they  showed  bad  results  to  accumulate  shares  at  lower  price  as  from  here  on  the  improvement  in  profits  will  be  there,  as  mentioned  by  someone,  bad  results  are  already  factored  in,  might  go  in  reverse  direction  on  Monday.  Not  a  trading  advice  please  consult  your  advisor.",Pankaj_inv,2025-02-01 18:16:00
Aarti Industries,Bad  results  are  priced  in  .  Now  a  days  market  is  reacting  in  opposite  directions,Lucky1710,2025-02-01 18:07:00
Aarti Industries,Absolutely  Horrible  results  from  Aarti  industries.  Pat  has  fallen  even  on  qoq  basis.  what  a  joke  .That  too  at  a  time  where  other  chemicals  company  are  posting  strong  results.,believe_me_2015,2025-02-01 17:41:00
Aarti Industries,chemical  business  should.  be  seen  consolidated  see  consolidated  and  its  good  9  months  results  it  may  go  down  by  4  to  5  rs  I  fits  go  down  by  10  rs  I   in  FNO.,crds123,2025-02-01 17:32:00
Aarti Industries,"Commenting  on  the  results  Rajendra  V.  Gogri  Chairman  and  Managing  Director  stated
Despite  a  challenging  macroeconomic  environment    we  continue  to  strengthen  our  market  position  through  strategic  investments  and  operational  excellence.  Our  long-term  growth  prospects  remain  intact  as  we  enhance  our  product  offerings  and  expand  into  new  markets",ajaygarg1,2025-02-01 17:31:00
Aarti Industries,"worst  result  After  tax  Net  profit  46cr  vs  285cr  year  on  year  

  46cr  vs  52cr  Qauter  on  quater  be  ready  for  10  percent  lc  on  monday",ovi04vahora,2025-02-01 17:21:00
Aarti Industries,Monday  ready  for  400  or  410  levels  10  percent  lower  circuit  will  come,ovi04vahora,2025-02-01 15:40:00
Aarti Industries,₹500  extremely  possible,Real_68,2025-02-01 14:19:00
Aarti Industries,500  any  time  buy  buy  buy,Nensukh,2025-02-01 14:00:00
Aarti Industries,aarti  spiking  before  result  crossing  450  ....  is  it  proper  breakout  or  bull  trap  .  we  will  get  know  with  results  today  and    investor  call  on  monday.  ...i  feel  overall  AARTI  will  go  up  in  coming  weeks  if  not  days  .  fingers  crossed,MD_phoenix,2025-02-01 13:31:00
Aarti Industries,"In  feb  month  itself,  it  will  cross  550  and  this  year  it  will  cross  800,  1000  too",Market@9,2025-02-01 08:42:00
Aarti Industries,There  is  buzz  on  street  that  aarti  Q3  numbers  may  be  good  as  most  chemical  companies  giving  better  numbers  .  I  am  not  very  confident  personally.    Hopefully  worst  is  over  and  stock  can  move  up  .  Anyways  we  will  get  know  tommorow,MD_phoenix,2025-02-01 00:42:00
Aarti Industries,aarti  main  hulchul  hai  but  till  it  crosses  450  decisively  .  breakout  on  upside  wont  be  confirmed  .  lets  see  kya  hota  hai,MD_phoenix,2025-01-31 13:21:00
Aarti Industries,ready  to  blast  anytime.,drarunrao,2025-01-31 13:09:00
Aarti Industries,"Yeah,  waiting  for  strength  with  Some  sustainability.  holding  huge  quantities  for  a  long  while.  lets  wait  and  see,  how  it  reacts",yans,2025-01-30 15:28:00
Aarti Industries,"why  aarti  is  showing  strength  before  results   it  real  ,  will  it  cross  450",MD_phoenix,2025-01-30 12:02:00
Aarti Industries,"Aarti  Industries  and  Re  Sustainability  form  JV

Re  Sustainability  and  Recycling,  a  Re  Sustainability  Company  ReSL,  and  Aarti  Circularity  ACL,  a  wholly  owned  subsidiary  of  Aarti  Industries  have  joined  hands  to  establish  a  transformative  first  of  its  kind  in  India  Joint  Venture  Company  JV  Co  for  driving  the  development  of  Plastic  Materials  Recycling  Facilities  PMRFs  across  India.",kamal20,2025-01-29 17:30:00
Aarti Industries,Results  mains  not  be  great  but  iss  quarter  se  kya  promoter  se  uper  leke  jayega  .  any  views,MD_phoenix,2025-01-29 16:59:00
Aarti Industries,"worst  yet  to  come  for  chemical  stocks,  due  to  chinese  Competition",tikhobvcyur,2025-01-28 23:14:00
Aarti Industries,"results  
seems  sale  be  around  1900  to  2000
net  profit  between  80  to  100  might  if  expenses  control  then  it  might  be  150  plus  let  c  on  1st  Feb",teshu10,2025-01-27 10:00:00
Aarti Industries,"Sell  IT,  Pharma  and  Auto,  And  BUY  Chemical  ,  Banks  ,  FMCG",Market@9,2025-01-24 23:30:00
Aarti Industries,the  company  commenced  production  at  its  dahej  sez  expanded  facility  in  gujarat.,kamal20,2025-01-24 12:39:00
Aarti Industries,keep  adding  whenever  it  goes  down    it  will  give  you  50  percent  atleast  6  to  9  months  hold  it,teshu10,2025-01-24 10:44:00
Aarti Industries,c  its  totally  in  the  operates  hand  yesterday  it  went  to  449  plus    today  in  morning  it  went  to  452  plus  they  before  yesterday  went  down  to  428  and  close  near  by  440  now  again    from  452  to  437  hahaha  excellent    sebi  just  setting  and  enjoy  no  control    in  many  stocks  its  happening    over  load  ho  gayaa  hey  sebi  seems  companys  list  hoye  jaa  rahi  hey  hoye  jaa  rahi  easily  so  anyone  can  do  anything  scrap  kar  diyaa  hey  market  kaa,teshu10,2025-01-24 10:15:00
Aarti Industries,Big  upside  550  hold  tight,Luv1211,2025-01-23 21:15:00
Aarti Industries,i  have  sold  pe  by  rathi  target  i  booked  loss  of  65000.  if  hold  one  more  days  then  cost  2  cost,madhu1654,2025-01-23 16:53:00
Aarti Industries,"Mark  my  words  its  never  gonna  happen,  the  next  target  as  per  all  the  details  from  the  company  is  550  buy  and  hold  anand  rathi  targets  are  always  wrong.",Luv1211,2025-01-23 07:54:00
Aarti Industries,its  481  or  281  ...  please  clear,jrv_1,2025-01-22 22:35:00
Aarti Industries,This  is  going  to  be  Dark  hourse  of  the  year,Market@9,2025-01-22 21:42:00
Aarti Industries,"Operators  are  having  short  positions  in  heavy  quantity  and  once  they  liquidate  their  positions  and  will  take  the  long  side,  no  one  will  be  able  to  buy  then",Market@9,2025-01-22 21:41:00
Aarti Industries,"This  year  ,  it  will  cross  life  time  high  of  1100,  made  in  2021",Market@9,2025-01-22 21:39:00
Aarti Industries,"Shorters  are  active  due  to  fii  selling.  Today  one  HDFC  results  turn  the  market  sentiment.  Aarti  is  best  leader  in  this  segment.  with  tariff  announcement  on  China,  chemical  sector  will  be  no  one  in  2025.  at  this  moment  reyailers  have  to  manage  margin  positions.  it  will  give  big  jump  soon  as  fii  will  start  their  comeback  with  attractive  prices  companies  like  Aarti.  its  no  1  favourite  of  fii  due  to  global  presence.",shatesamrat,2025-01-22 19:12:00
Aarti Industries,Anand  Rathi  give  target  of  rs  281,spcsc,2025-01-22 18:34:00
Aarti Industries,i  am  holding  4500  shares  at  550  dont  know  when  it  will  reach  550  atleast,garry40,2025-01-22 11:43:00
Aarti Industries,i  am  holding  4800  shares  dont  know  when  it  will  turnaround  but  i  trust  the  promoters,9ratan,2025-01-22 11:29:00
Aarti Industries,484  are  you  serious  it  cannot  go  above  455  today,garry40,2025-01-22 10:43:00
Aarti Industries,full.operater  game  is  going  on  .....  be  smart,teshu10,2025-01-22 10:24:00
Aarti Industries,Why  it  is  going  down  any  idea,TraderCorner,2025-01-22 09:26:00
Aarti Industries,Hopefully  it  will  blast  soon..  Holding  is  very  huge.Lets  how  would  be  the  results  and  how  it  reacts  nearby...,yans,2025-01-21 13:19:00
Aarti Industries,a  strong  pull  back  towards  600  650  i  s  pending  let  us  see,nachchi99,2025-01-21 11:14:00
Aarti Industries,absolutely  seems   to  520  no   i  had  written  that  from  460  a  gap  is  to  be   is  why  it  dived  to  425.,big_boss_1,2025-01-21 09:36:00
Aarti Industries,as  per  technical  540  possible  hold  till  800,stockfact,2025-01-21 09:32:00
Aarti Industries,"If  aarti  crosses  450  decisively  then  it  will  attempt  breakout  towards  488,500,  515  .  Kafi  pita  hua  stock  hai  .  investors  upper  ke  level  pe  phanse  hain.",MD_phoenix,2025-01-21 00:20:00
Aarti Industries,"Stocks  removed  from  FandO  ban-  Aarti  Industries,  Hindustan  Copper",kamal20,2025-01-20 23:39:00
Aarti Industries,volumes  and  price  movement  are  indicative  of  a  breakout,Mrch,2025-01-20 11:33:00
Aarti Industries,konsa  film  bhai  chemical  sector  ka  company  film  bhi  sign  karta  hai  kya  kya  mazak  karrha  hai,garry40,2025-01-20 09:03:00
Aarti Industries,"15  percent  down  from  cmp..
may  your  dream  come  true..",akas121,2025-01-19 00:07:00
Aarti Industries,Going  to  give  one  dip  at  380  for  sure.  Stay  alert,buyden,2025-01-18 23:55:00
Aarti Industries,"aarti  is  trading  above  it  50  day  dma  which  is  a  positive  sign  .  but  its  very  deceptive  share,  reversals  are  also  very  quick",MD_phoenix,2025-01-17 12:04:00
Aarti Industries,ambit  capital  has  given  target  of  550  and  seems  some  follow-up  buying  is  happening  .  showing  relative  strength  .  need  to  see  if  it  crosses  450  and  sustains  for  positive  breakout,MD_phoenix,2025-01-17 12:03:00
Aarti Industries,Technical  pullback  to  upper  side  is  very  much  possible  because  company  s  sales  is  growing  continously,nachchi99,2025-01-17 09:32:00
Aarti Industries,AMBIT  capita  has  given  target  of  550  on  Aarti  today  .  public  news  now  .  seems  unke  clients  ne  apni  long  position  3  days  main  Bana    li  .  Lets  hope  existing  investors  ka  kuch  bhala  ho  jaye,MD_phoenix,2025-01-16 19:55:00
Aarti Industries,"MMA  wala  tel  banana  gogri  babu  band  karenge  tabhi  you  can  call  this  company  as  specialty  company  ,  Promoter  should  stop  manipulating  this  stock  so  badly",MD_phoenix,2025-01-16 19:39:00
Aarti Industries,aarti  main  kuch  pak  raha  hai  kya.  stock  is  showing  relative  strength  in  last  3  days  .yaar  phir  yeh  bhi  bulltrap  hai  .    jagrook  investors  kuch  gyan  de.    Investor  ko  kafi  barbaad  kiya  hai  is  stock  ne  in  last  6  month  and  5  year  time  frame.,MD_phoenix,2025-01-16 19:37:00
Aarti Industries,showing  sign  for  strong  reversal  from  this  point,Crusader76,2025-01-16 13:54:00
Aarti Industries,hug  potential  in  this  stock,rekha789,2025-01-16 12:45:00
Aarti Industries,result  in  january  end  soon  date  will  announce  buy  utho  veer  utho,stockfact,2025-01-16 12:29:00
Aarti Industries,good  weak  hand  removed  now  huge  upside  hold  it,stockfact,2025-01-16 09:26:00
Aarti Industries,today  target  455  buyvfast  huge  upside  in  this  counter,stockfact,2025-01-16 09:04:00
Aarti Industries,it  will  go  up  very  quickly  frm  this  level.  and  results  will  be  good  compared  to  last  quater  hence  it  will  move  above  600  plus  in  2  months,prakash111,2025-01-16 08:29:00
Aarti Industries,you  mean  7.          6.              9.,jrv_1,2025-01-15 22:07:00
Aarti Industries,soon  it  will  hit  52w   hold  hold,buddy_ry,2025-01-15 19:24:00
Aarti Industries,aarti  Industries  shares  gain  most  in  seven  months,kamal20,2025-01-15 17:42:00
Aarti Industries,down  ward  risk  is  limited  it  seems.,Crusader76,2025-01-15 14:49:00
Aarti Industries,Aarti  is  showing  relative  strength  in  market   it  a  trap  or  rea  breakout  move  .  can  be  confirmed  only  if  crosses  450  and  sustains,MD_phoenix,2025-01-15 13:51:00
Aarti Industries,"Souces  CNBC  Awaj,          Govt  is  bringing  some  pack  booster  package  for  the  Speciality  and  Agro  Chemical  Sector  in  India",Market@9,2025-01-15 12:26:00
Aarti Industries,not  a  great  number  and  anyways  its  not  profit  alone  matters  its  commentary  from  company  .  at  110  crs  profit  in  q1  company  gave  bearish  commentary  and  share  fell  heavily.  that  is  is  how  gogri  babu  manipulates  this  share,MD_phoenix,2025-01-15 12:00:00
Aarti Industries,as  per  insider  news  profit  will  be  around  80  cr  almost  double  from  last  quarter  so  600  pakka  hai,stockfact,2025-01-15 09:32:00
Aarti Industries,more  downside  to  come  in  comimg  days,akas121,2025-01-14 23:06:00
Aarti Industries,Does  price  movement  of  the  past  few  days  indicate  that  the  worst  is  over  for  Aarti,Mrch,2025-01-14 14:20:00
Aarti Industries,"dost  yeh  to  ek  din  main  hi  lolle  ho  gaya   to  400  khatre  main  .  thode  aur  mantra  padho  shayad  aapke  mantra  kaam  kar  jayen.  investors  bahosh  pade  hai  sab  ,  kuch  to  zameen  ke  do  gaj  neeche  dabe  hue  hai",MD_phoenix,2025-01-14 13:38:00
Aarti Industries,Promoter  is  manipulating  shares  selling  at  900  and  700  levels  and  bringing  down  by  bad  product  and  sales  to  buy  again  after  q3  results  .  minority  investor  can  only  cry  or  better  write  to  SEBI  about  these  tactics,MD_phoenix,2025-01-14 13:12:00
Aarti Industries,"pehle  khud  baad  baadi  guidance  deta  hai,  share  ko  bhagata  hai  from  450  to  750  .  phir  dumping  at  700  levels,  now  talking  all  bearish  .  talking  about  2028  .  ganda  result  dega  MMA  naam  ke  tel  ko  bana  ke  jiski  koi  demand  nahi   share  kharide  ka  wapas  saste  main  .  isko  jail  main  hona  chahiye  for  this  con  scheme",MD_phoenix,2025-01-14 13:02:00
Aarti Industries,Gogri    50  percent  production  MMA  naam  ke  kisi  tel  ko  bana  raha  hai   koi  demand  aur  use  nahi  hai   yeh  sabhi  shareholders  ko  tel  laga  raha  hai   share  aur  girayega  taki  promoter    Q3  ke  baad  kharid  sake  .....  chor  promoter  hai  doston  .,MD_phoenix,2025-01-14 12:59:00
Aarti Industries,yeh  paataal  lok  ka  yatri  hai  .beech  beech  main  rukta  hai  phir  chal  padta  hai  pataal  yatra  pe  .    ruk  ruk  ke  logon  ko  trap  karta  hai  .  maha  barbaad  share  of  this  bull  market,MD_phoenix,2025-01-14 12:51:00
Aarti Industries,"This  stock  is  utterly  confused.  No  directionality  whatsoever  and  fairly  disconnected  with  the  rest  of  the  companies  in  the  speciality  chemical  space.  The  management  is  apparently  devoid  of  any  new  idea,  and  their  existing  products  are  no  longer  niche  products  and    have  become  a  commodity.  They  really  need  to  do  something  rather  than  sit  and  play  a  wait  and  watch  game,  hoping  to  see  the  demand  coming  back  to  the  fore.  Or  else  the  company  should  put  a  tag  on  their  facade,  a  commodity  chemical  rather  than  a  speciality  chemical  player....Although  on  the  face  of  it,  the  CMP  gives  a  vibe  that  it  has  perhaps  reached  the  bottom  of  correction  subject  to  the  condition  that  no  more  surprises  up  their  sleeves  in  coming  quater  financial  results  and  following  thereof",thakkar73,2025-01-14 08:54:00
Aarti Industries,when  is  the  q3  result  announcd,akas121,2025-01-13 22:02:00
Aarti Industries,itne  down  market  main  bhi  aarti  veer  tum  accha  lad  rahe  ho  aur  strong  khade  ho  ab  tumhe  450  tak  koi  mai  ka  laal  rok  nahi  sakta  utho,stockfact,2025-01-13 14:54:00
Aarti Industries,zee  buisness  gave  short  term  target  of  one  two  days  450  and  then  465  huge  upside  in  two  days,stockfact,2025-01-13 10:26:00
Aarti Industries,result  in  January  today  target  448  buy  fast,stockfact,2025-01-13 09:34:00
Aarti Industries,"Guys,  Crude  oil  increasing  rapidly  which  will  indirectly  increase  the  Gasoline  Naptha  crack  so  it  will  more  economical  to  blend  Energy  chemical  produced  by  Aarti  industries,  this  product  is  dark  horse  and  potential  to  grow  exponentially,  Hope  Aarti  will  outperform  in  near",rlmkr1972,2025-01-12 19:35:00
Aarti Industries,upper  circuit  confirm  buy  aarti  industries  buy  600  Target,bharatkabra999,2025-01-10 20:09:00
Aarti Industries,i  have  jan  series  option  460  ce  at  4.80  can  anyone  help  me  for  the  target,piyu93,2025-01-10 16:52:00
Aarti Industries,"Chemical  sector  is  about  to  boom  this  year  and  even  has  started  the  path.  Short  term  up  to  Mid  May  2025  ,  it  may  hit  700  plus  and  this  year  1200  plus",Market@9,2025-01-10 16:43:00
Aarti Industries,"Buy  and  accumulate  as  much  as  possible,  these  price  never  come  again",Market@9,2025-01-10 15:20:00
Aarti Industries,Everyone  will  be  rushing  to  buy  this  company  when  it  will  be  crossing  550  in  feb  2025  itself,Market@9,2025-01-10 15:19:00
Aarti Industries,Dollar  in  trade  first  time  volume  button  to  up  call  to  hai,0000000,2025-01-10 15:06:00
Aarti Industries,hey  veer  sabas  ab  next  week  tumhe  480  tak  jana  hai,stockfact,2025-01-10 13:47:00
Aarti Industries,Will  cross  470  soon  and  can  touch  500  based  on  strong  business  growth  and  huge  demand.  very  low  PE  and  PB  Ratio  too.,shiren,2025-01-10 12:53:00
Aarti Industries,yeh  murda  kaise  jaag  gaya    LOL,MD_phoenix,2025-01-10 12:41:00
Aarti Industries,what  happened  to  aarti  industries  why  so  sudden  spike,vigu85,2025-01-10 12:37:00
Aarti Industries,Holt  to  up  447  Ka  hai  Bay  Ok  Sr  price  target  go  redi  Rijal  pojisan  Holt  to  up  call  bay  Zee  nuj  just  30days    Kya  Nuj  He,0000000,2025-01-10 12:27:00
Aarti Industries,"aarti  ke  side  effects  se  Navin  Flourine  hamesha  neeche  gira  hai  ,  aaj  Navin  ke  positive  effects  se  aarti  thoda    upper  hila  .  Very  interesting  .  ab  hamare  gogri  babu  kuch  aacha  kam  karo.  Investor  zamin  main  dab  gaye  hain  aarti  ki  paatal  lok  yatra  se  ,750  to  400  .",MD_phoenix,2025-01-09 21:53:00
