Stock,Comment,Commented By,Timestamp
Deepak Nitrite,phenol  prices  are  increasing  worldover.  It  is  a  strong  bet  for  Deepak  Nitrite.,RKK27,2025-02-27 09:57:00
Deepak Nitrite,"as  told  down  from  2350  level  to  2300  level.  now  if  sustain  below  2300  level  ,  then  more  downside  is  possible  and  that  too  big  one.",karqwee,2025-02-26 13:32:00
Deepak Nitrite,"monday  onwards,  DN  will  again  start  its  upward  journey.  that  is  sure.",RKK27,2025-02-25 13:03:00
Deepak Nitrite,get  ready  for  Rs  2250  shortly....,Dewanand,2025-02-24 17:47:00
Deepak Nitrite,selling  pressure  at  2350  levels.  sell,karqwee,2025-02-23 09:38:00
Deepak Nitrite,Monday  1840  Deepak  NTR  sure  shot...,raju20089116,2025-02-22 10:58:00
Deepak Nitrite,dream  doesnt  always  come   Naveen  fluorine  to  reach  4000  levels  which  lic  has  bought  then  only  DN  will  make  2700  levels,anju5599,2025-02-21 19:10:00
Deepak Nitrite,Trade  with  us  on  the  most  accurate  calls  everyday    just  text  on    WHTSZAP  SEVENN  30073  DOUBLE  0NE  44..,PUJA_STOCKSMARKET743,2025-02-21 09:28:00
Deepak Nitrite,2050  comming  ..  shortcovering  come.,sid_jain5,2025-02-21 09:16:00
Deepak Nitrite,We  will  witness  DN  touching  2700/-  next  month.,darsu48,2025-02-21 07:56:00
Deepak Nitrite,"India  to  be  the  place  for  chemical  manufacturing,  says  Maulik  Mehta  from  Deepak  Nitrite",RK0079,2025-02-21 04:13:00
Deepak Nitrite,"Chinas  top  PHENOL  Producer  SINOPEC  hikes  prices  of  Phenol

SINOPEC  is  one  of  the  largest  chemical  cos  in  world",RK0079,2025-02-21 04:11:00
Deepak Nitrite,Gujarat  capex  of  14000  crores  will  make  this  company  a  giant...  accumulate  stock  on  dips   for  5  years  &  see  the  magic  from  here....,rizulagg5,2025-02-20 20:23:00
Deepak Nitrite,tmrw  1920  sureshot  deepak....NTR,raju20089116,2025-02-20 19:15:00
Deepak Nitrite,Buy  and  hold  for  immediate  target  of  Rs  2250.....,Dewanand,2025-02-20 16:10:00
Deepak Nitrite,i  am  holding  since  190  level  year  2018,anilpharma11,2025-02-20 14:34:00
Deepak Nitrite,Almost  31000  shares  by  promoter  at  1900    is  cheapest  deal....  can  see  2500  soon....,Dewanand,2025-02-20 06:47:00
Deepak Nitrite,Heavy  short  covering  this  week  will  lead  the  Deepak  nitrate  stock  to  2200  above,NCB1970,2025-02-19 21:50:00
Deepak Nitrite,Morgan  Stanley  initiated  Rs  3000  target  for  Deepak  Nitrite....  published  in  Money  control.....,Dewanand,2025-02-19 12:11:00
Deepak Nitrite,"deepak  ntr  will  touch  1800  brokers  Avging  der  losses  now

chances  to  big  drop  from  here",raju20089116,2025-02-19 12:04:00
Deepak Nitrite,Some  prominent  analyst  recommended  for  Rs  2340  by  next  week.,Dewanand,2025-02-19 11:52:00
Deepak Nitrite,Buy  Deepak  Nitrite  at  1907  with  a  target  of  1980,javed_patel,2025-02-19 11:04:00
Deepak Nitrite,sell  at  this  price  unless  big  losses,vijay_gid,2025-02-19 09:23:00
Deepak Nitrite,stock  is  out  of  FandO  ban,kamal20,2025-02-19 09:06:00
Deepak Nitrite,get  ready  for  Rs  2250  .....,Dewanand,2025-02-19 08:56:00
Deepak Nitrite,best  buying  level  1700  to  1740  level,JohnSecurities,2025-02-19 05:53:00
Deepak Nitrite,2700  level  is  on  cards.  wait  for  45  days.,sunil2905,2025-02-18 19:00:00
Deepak Nitrite,Investor  call  was  very  optimistic.  Management  has  given  positive  guidance  on  Q4  and  Q1FY26.  Stock  will  rebound  and  any  correction  would  be  temporary.  Retailers  pls  dont  sell  single  stock.  hold  it  tight.,CA Manish,2025-02-18 02:03:00
Deepak Nitrite,stock  has  been  retained  in  FandO  ban,kamal20,2025-02-17 23:07:00
Deepak Nitrite,why  not  down  why  raising,Chetangovindnerpagar,2025-02-17 11:52:00
Deepak Nitrite,"dn  is  investment  sureshot  ,only  long  term  investor  will  benefit  ,  at  present  it  is  a  very  compulsive  buy  ,  buy  now  and  forget  multibagger  returns
not  for  traders  ,  hold  and  forget  -  3000  sureshot",CBI stocks,2025-02-17 10:36:00
Deepak Nitrite,today  stock  is  under  FandOban,kamal20,2025-02-17 09:18:00
Deepak Nitrite,Sell  at  these  levels  for  a  target  of  2180-2200.Selling  pressure  seen  at  2300-2320  levels.,karqwee,2025-02-17 09:00:00
Deepak Nitrite,Tom  ready  for  one  more  Lower  circuit.  It  will  trade  side  ways  after  that.  6  months  for  recovery.,CA Manish,2025-02-16 22:55:00
Deepak Nitrite,now  every  1  including  brokerage  houses  want  to  buy  at  lower  level  below   it  wil  not  give  chance  to  buy  lower  levels    down  target  3200-3800  this  year,kyshah3,2025-02-16 14:10:00
Deepak Nitrite,when  we  see  the  2500  figure  near  future,vin0d1530,2025-02-16 10:55:00
Deepak Nitrite,The  global  chemical  industry  continued  to  witness  adverse  conditions  in  the  third  quarter.,ytin,2025-02-16 09:55:00
Deepak Nitrite,"Chemical  is  a  cyclical  Industry.  The  molecules  get  commoditised  over  a  period  of  time  and  hence  margin  reduces.  Hence  from  valuation  point  of  view  anything  in  excess  of  20  PE  is  expensive.  So  all  these  high  prced  Deepak,  Arti,  SRF,  Navin  etc  are  bound  to  correct.  Today  it  is  Deepak  turn  and  tomorrow  another  high  priced  Chemical  stock  .  Better  to  book  profit  at  higher  levels  and  reenter  when  PE  levels  come  to  10  to  15.  In  fact  all  these  companies  were  available  at  PE  10  to  15  only  before  the  rally  started.",Cool Bull,2025-02-16 08:37:00
Deepak Nitrite,Dont  buy...  Next  Aarti  industries  hone  wala  hai  yeh....  ????????,ksir,2025-02-16 07:28:00
Deepak Nitrite,"Only  Buy,  since  its  a  good  valuation  at  this  point",subbu_15,2025-02-15 16:57:00
Deepak Nitrite,only  sell  sell  sell  sell  sell,patelbhai757,2025-02-15 16:42:00
Deepak Nitrite,"3000  target  hold  it  investors  stock  for  long  term  ,  enjoy  investing  not  for  traders  and  operator.
others  pl  exit  the  forum  as  they  will  be  sad  once  it  is  3000  missing  feelings",CBI stocks,2025-02-15 12:57:00
Deepak Nitrite,production  very  low  Hyderabad  plant,chiruramky,2025-02-15 09:43:00
Deepak Nitrite,kitna  bhi  buy  karlo  jana  to  neechay  hi  hai  ......nirmala  ke  tax  cut  se  GDP  boost  nhi  honay  waali  ......,ThefabulousPenguin,2025-02-15 09:25:00
Deepak Nitrite,Net  Sales  at  Rs  crore  in  December  2023  down  17.54%  from  Rs.  crore  in  December  2022.  Sell  at  cmp  as  selling  pressure  is  highly  probable  today  with  a  downside  target  of  2180.,karqwee,2025-02-15 03:58:00
Deepak Nitrite,Today  there  has  been  added  10  lac  OI  in  2000  call  and  todays  atp  was  near   selling  may  occur  on  bounce..Not  gonna  close  above  2000,mrvips,2025-02-14 23:24:00
Deepak Nitrite,any    update  about  promoter  buying  today   promoter  not  buying,ChachaChaudhary,2025-02-14 20:32:00
Deepak Nitrite,tomorrow  it  will  hit  2200  all  chemicals  stocks  wil  open  upper  circuit,subashsingh,2025-02-14 20:23:00
Deepak Nitrite,"as  per  derivative  market  Data,  it  will  go  down  to    min  1800  level...
happy  trading.",Sammy21,2025-02-14 18:11:00
Deepak Nitrite,apki  observation  sahi  lag  rhi  h  ye  2100  level  kal  dikha  dega,subashsingh,2025-02-14 14:09:00
Deepak Nitrite,Sell  current  market  price  for  a  target  of  2180  in  short  term.  Huge  selling  pressure  at  1235  levels.,karqwee,2025-02-14 13:57:00
Deepak Nitrite,dont  panic  buy  or  hold  deepak  ntc  cmp  1900  this  month  target  2100  sl  1850,alightindia,2025-02-14 13:34:00
Deepak Nitrite,Get  to  ready  to  buy  deepaknitrite  right  now  1890  immediately  100  quantityexit  in  1910,raja114,2025-02-14 12:53:00
Deepak Nitrite,karib  272000  qty.  share  bechne  mein  lage  hain  aur  matr  7575  qty.  ke  share  kharidne  mein.  Kya  hoga....,"pkt,",2025-02-14 12:36:00
Deepak Nitrite,"Deepak  Nitrite  Q3  consolidated  profit  plunges  51.5prcnt,  revenue  declines  5.3prcnt

1  Profit  plunges  51.5prcnt  to  Rs  98.1  crore  Vs  Rs  202  crore,  YoY

2  Revenue  declines  5.3prcnt  to  Rs  1,903.4  crore  Vs  Rs  2,009.2  crore,  YoY",kamal20,2025-02-14 12:17:00
Deepak Nitrite,allow  me  to  laugh  again   promoter  buy  more  stake,ThefabulousPenguin,2025-02-14 12:09:00
Deepak Nitrite,Investor  ko  Khun  ke  assu  dila  diya....  there  is  bloodbath  in  midcap  and  small  cap  and  fxxxxxx  every  news  channel  are  just  referring  index  fall.  why  Dont  they  talk  about  individual  stock  that  has  fallen  60  to  70  percent...  should  government  remove  stt  and  long  term  capital  gain  to  boost  sentiment  of  investor  as  well  as  fii.  Government  will  loose  in  turn  due  to  fall  of  this  market  as  most  of  their  psu  stock  is  bleeding  ...  can  tell  much,Satvikgupta260389,2025-02-14 11:42:00
Deepak Nitrite,"Friends  NSE,Deepak  nitrite  management  and  Research  analysts  Mr  S  Jigar  Patel  combined  efforts  manipulated  stock  price  from  4th  February  onwards  after  buy  recommendation  published  in  Money  control.  
on  13th  February  also    buy  recommendation  was  given  I  ET  swadesh  for  target  of  2350.
in  option  chain  NSE  is  manipulating  Theoretical  value  of  option  by  using  fake  Black  scholes  pricing  model.  I  need  your  support  to  expose  NSE  act  of  Manipulation  based  on  Money  control,  ET,Economics  time   than  90  percent  retail  investors  are  cheated  in  option  trade  by  NSE.  
please  support  me  ,I  need  your  support.  my  email  ID  is  Motivatorsglobal  at  email.  com",Tri239,2025-02-14 11:34:00
Deepak Nitrite,best  for  long  term  Paragon  Fine  speciality,dhonu1,2025-02-14 11:27:00
Deepak Nitrite,"stock  will  touch  1600,today  lower  circuit",stock_trader2025,2025-02-14 11:16:00
Deepak Nitrite,It  is  a  sweet  truth  to  buying  and  adding  Star  Health  from  tomorrow  afternoon  to  get  higher  profits  soon.,Smart Soul,2025-02-14 10:25:00
Deepak Nitrite,please  keep  in  mind  when  script  will  trade  above  at  average  price  it  can  hít  2100-  2150  today  or  tomorrow,subashsingh,2025-02-14 10:23:00
Deepak Nitrite,"The  market  does  not  work  on  the  basis  of  profit  or  loss.  Take  2  examples.  Lupin  showed  unexpected  profits  and  DeepakNtr  showed  negative.  Now  both  are  going  down.  Its  all  about  sentiments  of  the  market.  See  the  opportunity  and  invest  now.  Deepak,  Lupin,  escorts,  syngene,  hindcopper,  cdsl  and  there  are  many  more  at  discounted  prices.",ShamanResearch,2025-02-14 10:11:00
Deepak Nitrite,Mai  to  cash  mein  kharidunga  1  saal    wait  bhi  karunga.,"pkt,",2025-02-14 10:04:00
Deepak Nitrite,keep  tracking  for  sharp  recovery.  The  result  was  expected  bad  due  to  demand  fall  and  high  raw  material  prices.,ShamanResearch,2025-02-14 10:03:00
Deepak Nitrite,"Happy  Guys,  hope  you  all  have  booked  good  gains  in  Deepak  Nitrite.  Have  a  profitable  day  ahead.",neha_0103,2025-02-14 09:57:00
Deepak Nitrite,exist  exist  e  exist  exist,ddg1966,2025-02-14 09:51:00
Deepak Nitrite,"kal  kisi  ne  post  kiya  tha  ki  result  achcha  aayega.  
Yaar  Bhai  aise  hawa  hawai  baatein  kar  ke  apna  parichay  mst  diya  karo.","pkt,",2025-02-14 09:38:00
Deepak Nitrite,What  can  i  do  now  i  m  holding  the  2400  ce  at  80    plzzz  suggest,rohan890,2025-02-14 09:17:00
Deepak Nitrite,dont  worry  promoter  will  buy  more  stake  lol,ThefabulousPenguin,2025-02-14 09:05:00
Deepak Nitrite,"The  chemicals  manufacturing  company  has  reported  consolidated  net  profit  of  Rs  202  crore  for  the  third  quarter  of  FY24,  falling  3.3  percent  compared  to  the  corresponding  period  of  the  last  fiscal  year,  with  muted  topline  growth  and  subdued  operating  numbers.  Revenue  from  operations  grew  by  0.9  percent  year-on-year  to  Rs  2,009.2  crore  for  the  quarter.",kamal20,2025-02-14 08:42:00
Deepak Nitrite,"future  trajectory  of  Deepak  Nitrite  stock  will  be  dependent  upon,  how  fast  the  revenue  doubles  from   stable  margins  at  15-17%",rizulagg5,2025-02-14 06:55:00
Deepak Nitrite,"I  am  holding  this  scrip  since  April  2021  ,  Almost  3  years  which  has  been  like  a  roller  coaster  ride  .  No  regrets",RK0079,2025-02-14 06:06:00
Deepak Nitrite,"It  has  corrected  a  lot  from  2500  levels  ,  if  markets  are  weak  it  can  fall  near  2000  which  would  be  a  steal  deal  to  grab  more  quantities  .",RK0079,2025-02-14 06:03:00
Deepak Nitrite,Results  are  good  .  Other  chemical  companies  like  SRF  etc  have  show  50  percentage  decline  in  revenue  and  margins  .  DN  on  the  other  hand  is  maintaining  its  business  is  a  very  decent  way  .,RK0079,2025-02-14 06:02:00
Deepak Nitrite,Results  doesnt  matter.Start  booking  profits  in  your  portfolio  because  party  is  over  for  bulls,believe_me_2015,2025-02-13 23:25:00
Deepak Nitrite,hahahahahaha  amazing  results    500  coming    1.5  rupees  ka  eps  hilarious  ....  4  qtr  ki  total    eps  will  4X1.5    total  6  rupees  eps  for  the  whole  year  fwd  earning  .....  550  pe  multiple  to  fwd  earnings,ThefabulousPenguin,2025-02-13 21:56:00
Deepak Nitrite,"Though  revenue  has  increased,  there  is    a    drastic  fall  in  Earning  per  share.  Can  expect  a  southward  journey  from  here.  Better  to  exit  and  stay  on  short  side  tomorrow  morning.",BishnuWithu,2025-02-13 21:55:00
Deepak Nitrite,most  of  probably  stock  is  opening  2-3%  down  and  spike  recovery  not  possible  chemical  stock  disappointing  numbers.,rv8866,2025-02-13 21:41:00
Deepak Nitrite,Yar  bc  call  lia  hua  mne  80  pe  20  pe  agaya  h,rohan890,2025-02-13 21:32:00
Deepak Nitrite,Bhai  kaha  dkha  tune  result,rohan890,2025-02-13 21:31:00
Deepak Nitrite,I  dont  give  a  damn  about  result  will  buy  at  lower  level..chances  doesnt  come  often  ..been  accumulating  since  500  level,BigBillionBull,2025-02-13 21:15:00
Deepak Nitrite,its  down  but  there  is  nothing  like  market  bleed  stock  specific  action  will  be  seen  hope  for  the  best  regards,pnj18,2025-02-13 21:02:00
Deepak Nitrite,Results  doesnt  matter.  tomorrow  entire  market  will  bleed  red.  Party  over  for  bulls????,believe_me_2015,2025-02-13 20:50:00
Deepak Nitrite,What  happened  to  Indian  market....  why  demand  is  shrinking....,Dewanand,2025-02-13 20:28:00
Deepak Nitrite,"Results  are  a  howler.  Worst  ever  quarter  seen  in  last  4-5  years.

Very  difficult  or  recover  money  invested.  Pray  it  recovers  soon.",tsn711,2025-02-13 20:23:00
Deepak Nitrite,"both  revenue  and  net  profit  dropped  to  74  crores,  this  can  correct  more  due  to  steep  valuations  and  subdued  chemical  margins",hyena666,2025-02-13 20:14:00
Deepak Nitrite,Big  negative.  Worst  result  51  percent  drop  in  profit  YOY  and  5.5  percent  drop  in  revenue  YOY.,Trader_4,2025-02-13 20:11:00
Deepak Nitrite,expecting  result  will  come  super  duper  revenue  2370cr  and  pat  will  come  255cr  revenue  and  pat  up  by  15  percent  to  23  percent  lets  hope  for  best,ovi04vahora,2025-02-13 18:54:00
Deepak Nitrite,please  up  date  results  today,amarnadhh,2025-02-13 17:47:00
Deepak Nitrite,bro  as  per  option  chain  put  writer  close  their  position  and  call  writer  increase  their  position  so  beware  agar  2200  ka  level  tuta  2000  par  rukega  after  result  dekhege,kali4,2025-02-13 11:10:00
Deepak Nitrite,DN  Q3  results  today  .  Either  it  will  make  or  break  hearts  of  investors  just  before  valentines  day  ..  Hahaha,RK0079,2025-02-13 06:42:00
Deepak Nitrite,Bhai  asa  mat  bol  yar  call  lia  hua  h  mene  2450    chaie  kse  bi  iska,rohan890,2025-02-13 00:41:00
Deepak Nitrite,Tomorrow  it  may  test  Rs  1700   result  will  further  boost  up  stock  price....,Dewanand,2025-02-12 22:46:00
Deepak Nitrite,my  short  term  Target  of  deepak  nitrates  2450  with  in  3  trading  sessions  tomorrow  earnings  will  come  nice  results,subashsingh,2025-02-12 20:56:00
Deepak Nitrite,buy  deepak  nitrite..  12-15%  profit  in  1-2  month,shaitanji420,2025-02-11 12:17:00
Deepak Nitrite,deepak  nitrate  is  manipulated  by  price  recommendation  given  by  sjigar  patel  of  anand  rathi  from  4th  february  onwards.,Tri239,2025-02-11 11:28:00
Deepak Nitrite,buy  above  2260  levels  tgt  2280/2300  intraday,_Mihir,2025-02-06 12:45:00
Deepak Nitrite,wapas  2200  agaya  it  should  see  1000  levels  someday,ThefabulousPenguin,2025-02-05 19:11:00
Deepak Nitrite,Ready  to  fly  at  any  point  of  time.  Dont  loose  patience.,hardik_shah88,2025-02-04 15:10:00
Deepak Nitrite,"the  companys  unit,  Deepak  Chem  Tech,  signed  a  Memorandum  of  Understanding  worth  Rs  9,000  crore  with  the  Gujarat  government.",kamal20,2025-02-01 10:23:00
Deepak Nitrite,deepak  can  see  3000  from  here.....,rizulagg5,2025-01-31 19:14:00
Deepak Nitrite,"3.  Aniline  is  a  primary  building  block  for  manufacturing  of  isocyanates  or  urethanes,  rubber  chemicals,  dyes  and  intermediates,  important  pharmaceuticals,  agrochemical  intermediates,  speciality  chemicals,  electronic  chemicals  and  in  coatings  and  certain
polymer  applications.",Simple_tipa,2025-01-31 18:30:00
Deepak Nitrite,"2.  Methyl  methacrylate  MMA  is  used  to  manufacture  PMMA  which  is  used  in  architecture  and  construction,  lighting,  automotive  and  transportation,  electronics  like  TV  and  smartphone  displays,  medical  and  healthcare  devices,  storage  cabinets,  furniture.  The  other  application  areas  of  AAMA  are  in  acrylates  based  paint  and  coatings,  impact  modifiers,  processing  aids  and  other  speciality  chemicals.",Simple_tipa,2025-01-31 18:28:00
Deepak Nitrite,"Deepak  Chem  Tech  Limited  formerly  known  as  Deepak  Clean  Tech  Ltd.  a  wholly  owned  subsidiary  of  the  Company  had
expressed  its  intention  to  invest  around  t  9,000  Crores.  Towards  this,  Deepak  Chem  Tech  Limited  has  now  signed  a  MoU  with  Govt.  of  Gujarat  on  January  31,  2024,  with  an  intent  to  invest  around  Rs.  9,000  Crores  to  establish  projects  at  Dahej  Gujarat,  to  manufacture  the  following  products",Simple_tipa,2025-01-31 18:20:00
Deepak Nitrite,it  will  break  2300  &  heading  towards  2350  -  -2400-2500  in  two  trading  sessions  (  SRF  &  deepak  nitrates)  both  targets  are  similar,subashsingh,2025-01-31 13:13:00
Deepak Nitrite,0  expectations  going  into  this  quarter  results.  Lets  see  what  they  deliver.,ahuja.12,2025-01-31 09:22:00
Deepak Nitrite,It  has  been  manipulated  to  keep  down  for  vested  interest  of  few  and  investors  are  burning  their  money  and  blood  to  benefit  the  promoter  and  the  cartel.,rrp19874,2025-01-29 22:17:00
Deepak Nitrite,result  will  be  out  13  february..,AG_78,2025-01-24 23:56:00
Deepak Nitrite,is  there  any  news..  why  so  sudden  fall,investinindia@2047,2025-01-24 14:35:00
Deepak Nitrite,wapas  2200  par  aayega  ye.....  500  la  stock  2000  par  kyun  khareed  rhy  haon  log  i  have  no  clue..,ThefabulousPenguin,2025-01-23 10:20:00
Deepak Nitrite,market  up  deepak  falling..  market  down  deepak  falling..  market  sideways  deepak  falling..  what  the  hell  is  wrong  with  this..,mink07,2025-01-20 10:31:00
Deepak Nitrite,kispe  itna  Paisa  foot  pada  ki  3  %  upar  kardiya  issay,ChachaChaudhary,2025-01-19 12:27:00
Deepak Nitrite,"Keep  buying  deepak  nitrate  in  tons  below  2400  life  long  in  SIP,  it  is  going  to  wonderful  profit  in  long.  Strong  fundamentals  and  in  a  good  sector.  I  has  not  participated  in  the  bull  run.  It  has  come  to  buying  levels.",Arpaatma,2025-01-18 10:05:00
Deepak Nitrite,"sensex  crashed,  nifty  down  by  355  points",skp9988,2025-01-17 12:06:00
Deepak Nitrite,2500  ce  52rs  hold  or  sell,nik_03,2025-01-16 17:04:00
Deepak Nitrite,Soon  there  shall  be  a  news  of  deepak  nitrite  entering  into  new  specialty  molecules,RK0079,2025-01-16 14:11:00
Deepak Nitrite,sideways  movement  stock  its  not  going  up  or  down  in  any  market  conditions  onces  it  cross  2400  it  will  go  down  to  2200,manojeq,2025-01-16 13:06:00
Deepak Nitrite,tomorrow  it  should  cross  2450  due  to  strong  indian  manufacturing  data  of  november  yoy  basis.  may  be  gap  up  opening    .,Tri239,2025-01-12 16:38:00
Deepak Nitrite,lic  increase  stake  in  deepak  nitrate  very  positive  for  it  ????☺️,sanjubly,2025-01-12 13:18:00
Deepak Nitrite,2500  and  2400  it  is  playing  in  between  its  very  bad  for  fno  premium  eater  closing  should  be  between  any  of  this  level  for  trading,manojeq,2025-01-12 12:37:00
Deepak Nitrite,every  uptick  is  a  selling   loads  2500  pe...,Amsham,2025-01-12 00:46:00
Deepak Nitrite,people  are  not  taking  profit  decline  seriously  lol  otherwise  it  would  have  touched  my  target  of  1500  few  years  back,ThefabulousPenguin,2025-01-12 00:44:00
Deepak Nitrite,"buy  buy  buy,  one  week  target  2550,  sl  2420.  thank  me  later...",StopLoss44,2025-01-11 23:10:00
Deepak Nitrite,itna  capacity  expansion  kar  rha  hai  maal  chipkaega  kisko  ??,ChachaChaudhary,2025-01-11 12:05:00
Deepak Nitrite,10  days  passed  but  no  positive  move  this  may  move  to  reach  2100.  All  purchased  premium  went  off.,san2202050,2025-01-11 10:39:00
Deepak Nitrite,"LIC  yet  again  increasing  stakes  in  DNL  .  Last  2  years  was  tough  for  the  sector  ,  ones  who  had  conviction  will  create  wealth",RajatSEN,2025-01-11 08:36:00
Deepak Nitrite,Buying  may  possible  during  last  week  of  this  month  till  the  time  looks  downside,san2202050,2025-01-10 10:13:00
Deepak Nitrite,tomorrow  deepak  nitrite  will  show  rally  according  to  my  calculations,SimranjeetSM01,2025-01-09 20:01:00
Deepak Nitrite,2400  below  closing  is  impossible  very  strong  buyers,manojeq,2025-01-09 14:34:00
Deepak Nitrite,it  may  go  down  at  2300  level.  it  will  take  rest  now.  and  will  move  at  the  2024  budget  on  1st  february  2024,jeet520,2025-01-09 14:17:00
Deepak Nitrite,weakest  in  chemical  sector  all  are  high  and  this  chadarmod  is  down,TOFIXCR7,2025-01-09 09:49:00
Deepak Nitrite,Time  to  leave  for  level  2100  to  enter.  May  this  keep  going  negative.,san2202050,2025-01-09 09:45:00
Deepak Nitrite,downside  is  not  possible  it  can  go  above  2500  or  it  will  keep  on  trading  between  2500  to  2400  .  buyer  are  strong  then  seller  in  bad  market  also  it  is  not  going  below  2400  next  target  is  2700  after  crossing  2500  this  is  just  eating  fno  premium,manojeq,2025-01-09 09:29:00
Deepak Nitrite,this  may  now  go  back  to  2250-2100,smonish1992,2025-01-08 17:58:00
Deepak Nitrite,"This  will  be  going  towards  2300  now,  in  positive  market  this  didnt  shown  the  positiveness  and  then  from  last  3  market  negative  sessions  this  keep  decrementing,  so  I  cant  see  any  growth  in  short  term  even  me  in  loss  but  may  think  downfall  in  coming  weeks.",san2202050,2025-01-08 15:42:00
Deepak Nitrite,this  is  in  range  cant  go  above  2500  or  cant  come  below  2400  its  fight  between  call  and  put  .onces  it  cross  its  make  or  break,manojeq,2025-01-08 10:00:00
Deepak Nitrite,something  big  is  coming  in  this  counter  fasten  ur  seat  belts.  last  time  at  this  rate,MKC066,2025-01-05 15:12:00
Deepak Nitrite,"I  think  most  of  the  people  dont  understand  why  DN  is  a  stock  to  hold  for  10  ...  I  bought  in  Covid  with  a  time  frame  of  15  years  OR  India  s  chemical  share  Globally  as  10%  whichever  is  earlier  ...DN  has  invested  a  lot  which  they  will  reap  the  benefit  from  2025  start...HFC  will  also  contribute  to  its  profitability,,,,another  strange  reason  I  bought  this  share  coz  Maulik  is  n  will  be  hier  of  DN  n  subsidiaries  without  any  fight  with  anyone(Likewise  Reliance)  which  can  taken  down  the  stock  ,  goodwill,  profits  and  investors  confidence  ..  I  rarely  post  but  my  advise  its  not  a  3  years  or  3  days  stock,  buy  only  if  u  can  hold  for  8  years...  I  do  not  predict  share  price  still  I  believe  it  will  help  me  post  retirement  I  can  buy  house  with  DN  Thanks  all..n  negative  comments  waaalo  pls  dont  behave  like  Congress  (Grapes  are  sours)",BigBillionBull,2025-01-05 08:19:00
Deepak Nitrite,"Target  price  of  R  2800  by  February,  2024.  Deepak  Nitrite  has  increased  rates  of  IPA",rp1006,2025-01-04 12:49:00
Deepak Nitrite,vag  deepak  vag  2540  onboard  buy  only  buy  good  move,sdsrin,2025-01-04 10:49:00
Deepak Nitrite,Q3  numbers  to  coming  in  february,RajatSEN,2025-01-04 07:26:00
Deepak Nitrite,Chemicals  stocks  holding  up  well  after  2  years  of  consolidation,RajatSEN,2025-01-04 07:23:00
Deepak Nitrite,going  to  test  2458  then  up  side  movie,divyabanerji,2025-01-02 10:59:00
