Stock,Comment,Commented By,Timestamp
Deepak Nitrite,Sell  at  these  levels  for  a  target  of  2180-2200.Selling  pressure  seen  at  2300-2320  levels.,karqwee,2025-02-17 09:00:00
Deepak Nitrite,"Compared  to  other  chemical  companies  where  profit  has  halved,  deepaks  numbers  are  impressive.  whats  more  imp  is  going  into  q4  new  products  coming  online  which  will  aid  the  figures.  Once  2500  plus  is  sustained  it  will  rocket  to  new  life  highs.  One  of  the  best  plays  in  the  chemical  sector.",ahuja.12,2025-02-17 00:13:00
Deepak Nitrite,what  will  be  the  impact  of  fno  ban,bullvj,2025-02-16 23:41:00
Deepak Nitrite,Tom  ready  for  one  more  Lower  circuit.  It  will  trade  side  ways  after  that.  6  months  for  recovery.,CA Manish,2025-02-16 22:55:00
Deepak Nitrite,now  every  1  including  brokerage  houses  want  to  buy  at  lower  level  below   it  wil  not  give  chance  to  buy  lower  levels    down  target  3200-3800  this  year,kyshah3,2025-02-16 14:10:00
Deepak Nitrite,The  global  chemical  industry  continued  to  witness  adverse  conditions  in  the  third  quarter.,ytin,2025-02-16 09:55:00
Deepak Nitrite,Dont  buy...  Next  Aarti  industries  hone  wala  hai  yeh....  ????????,ksir,2025-02-16 07:28:00
Deepak Nitrite,Selling  seen  on  higher  levels.  Sell  at  current  levels  for  a  downside  target  of  2180.Sell.,karqwee,2025-02-16 05:43:00
Deepak Nitrite,"some  frineds  trap  on  higher  price  and  they  wish  its  rebounce  and  some  those  who  sold  on  higher  price  wish  to  come  down  so  can  add  again.    See  this  share  alrady  well  corrected  in  the  past  but  market  no  reward  if  see  the  bad  results  so  take  care,  i  only  wait  to  below  1820  and  than  start  to  add  in  parts  with  the  reason  if  break  the  1812  than  we  will  see  big  down  fall  so  add  first  part  at  1812  and  keep  money  to  add  next  in  the  9  parts  on  every  dip  of  RS  40  from  1812  means  1782,  1742  ,  keep  follow  to  see  how  to  handle  and  play  safe  in  the  current  market.",therealthirdeye2015,2025-02-15 23:40:00
Deepak Nitrite,"Only  Buy,  since  its  a  good  valuation  at  this  point",subbu_15,2025-02-15 16:57:00
Deepak Nitrite,"3000  target  hold  it  investors  stock  for  long  term  ,  enjoy  investing  not  for  traders  and  operator.
others  pl  exit  the  forum  as  they  will  be  sad  once  it  is  3000  missing  feelings",CBI stocks,2025-02-15 12:57:00
Deepak Nitrite,kitna  bhi  buy  karlo  jana  to  neechay  hi  hai  ......nirmala  ke  tax  cut  se  GDP  boost  nhi  honay  waali  ......,ThefabulousPenguin,2025-02-15 09:25:00
Deepak Nitrite,Net  Sales  at  Rs  crore  in  December  2023  down  17.54%  from  Rs.  crore  in  December  2022.  Sell  at  cmp  as  selling  pressure  is  highly  probable  today  with  a  downside  target  of  2180.,karqwee,2025-02-15 03:58:00
Deepak Nitrite,lol  this  garbage  is  still  at  these   the  long  term  investors  are  having  a  good  time...I  do  remember  some  few  clowns  names  in  this  forum,yjh,2025-02-15 01:34:00
Deepak Nitrite,"Deepak  Nitrite  December  2023  (Quarterly)  Income  at  Rs  2,009  crore  vs  Rs  1,991  crore  YoY.  PAT  at  Rs  202  crore  vs  Rs  209  crore  YoY",JP_Morgan,2025-02-15 00:31:00
Deepak Nitrite,Today  there  has  been  added  10  lac  OI  in  2000  call  and  todays  atp  was  near   selling  may  occur  on  bounce..Not  gonna  close  above  2000,mrvips,2025-02-14 23:24:00
Deepak Nitrite,tomorrow  it  will  hit  2200  all  chemicals  stocks  wil  open  upper  circuit,subashsingh,2025-02-14 20:23:00
Deepak Nitrite,"as  per  derivative  market  Data,  it  will  go  down  to    min  1800  level...
happy  trading.",Sammy21,2025-02-14 18:11:00
Deepak Nitrite,atleast  now  people  will  understand  that  promoter  buying  is  not  always  positive  it  can  be  a  trap  also,ChachaChaudhary,2025-02-14 14:34:00
Deepak Nitrite,apki  observation  sahi  lag  rhi  h  ye  2100  level  kal  dikha  dega,subashsingh,2025-02-14 14:09:00
Deepak Nitrite,Sell  current  market  price  for  a  target  of  2180  in  short  term.  Huge  selling  pressure  at  1235  levels.,karqwee,2025-02-14 13:57:00
Deepak Nitrite,Get  to  ready  to  buy  deepaknitrite  right  now  1890  immediately  100  quantityexit  in  1910,raja114,2025-02-14 12:53:00
Deepak Nitrite,Buy  Deepak  nitrate  above  1922  for  tgt  of  2000  to  2050  with  sl  of  1870,Sunil_Kumar,2025-02-14 12:52:00
Deepak Nitrite,karib  272000  qty.  share  bechne  mein  lage  hain  aur  matr  7575  qty.  ke  share  kharidne  mein.  Kya  hoga....,"pkt,",2025-02-14 12:36:00
Deepak Nitrite,allow  me  to  laugh  again   promoter  buy  more  stake,ThefabulousPenguin,2025-02-14 12:09:00
Deepak Nitrite,buy  intraday  btst  deepak  ntr  Target  will  be  2100  to  2350  friends  its  just  manipulation  nothing  is  worried  in  this  blue  chip  stocks,ovi04vahora,2025-02-14 11:47:00
Deepak Nitrite,Investor  ko  Khun  ke  assu  dila  diya....  there  is  bloodbath  in  midcap  and  small  cap  and  fxxxxxx  every  news  channel  are  just  referring  index  fall.  why  Dont  they  talk  about  individual  stock  that  has  fallen  60  to  70  percent...  should  government  remove  stt  and  long  term  capital  gain  to  boost  sentiment  of  investor  as  well  as  fii.  Government  will  loose  in  turn  due  to  fall  of  this  market  as  most  of  their  psu  stock  is  bleeding  ...  can  tell  much,Satvikgupta260389,2025-02-14 11:42:00
Deepak Nitrite,"stock  will  touch  1600,today  lower  circuit",stock_trader2025,2025-02-14 11:16:00
Deepak Nitrite,sabki  lagne  vali   300  percent  gaya  tha  opar  .200  percent  to  girna  hi  chahiye,investor_baba,2025-02-14 11:09:00
Deepak Nitrite,It  is  a  sweet  truth  to  buying  and  adding  Star  Health  from  tomorrow  afternoon  to  get  higher  profits  soon.,Smart Soul,2025-02-14 10:25:00
Deepak Nitrite,"The  market  does  not  work  on  the  basis  of  profit  or  loss.  Take  2  examples.  Lupin  showed  unexpected  profits  and  DeepakNtr  showed  negative.  Now  both  are  going  down.  Its  all  about  sentiments  of  the  market.  See  the  opportunity  and  invest  now.  Deepak,  Lupin,  escorts,  syngene,  hindcopper,  cdsl  and  there  are  many  more  at  discounted  prices.",ShamanResearch,2025-02-14 10:11:00
Deepak Nitrite,now  you  can  buy  deepak  nitrates  with  out  fear  it  can  close  above  2100  at  EOD,subashsingh,2025-02-14 10:10:00
Deepak Nitrite,Mai  to  cash  mein  kharidunga  1  saal    wait  bhi  karunga.,"pkt,",2025-02-14 10:04:00
Deepak Nitrite,"Happy  Guys,  hope  you  all  have  booked  good  gains  in  Deepak  Nitrite.  Have  a  profitable  day  ahead.",neha_0103,2025-02-14 09:57:00
Deepak Nitrite,exist  exist  e  exist  exist,ddg1966,2025-02-14 09:51:00
Deepak Nitrite,"Deepak  Nitrite  shares  hit  10prcnt  lower  circuit  as  weak  Q3  earnings  dampen  sentiment.

EBITDA  tumbled  44.7  percent  to  Rs  168.5  crore  from  Rs  304.6  crore,  impacted  by  higher  input  costs  and  lower  realizations.

Deepak  Nitrites  operating  margins  shrank  to  8.9  percent  from  15.2  percent  in  the  year-ago  quarter,  highlighting  cost  pressures  and  weaker  pricing  power.",kamal20,2025-02-14 09:49:00
Deepak Nitrite,"kal  kisi  ne  post  kiya  tha  ki  result  achcha  aayega.  
Yaar  Bhai  aise  hawa  hawai  baatein  kar  ke  apna  parichay  mst  diya  karo.","pkt,",2025-02-14 09:38:00
Deepak Nitrite,"Guys  watch  out  Deepak  Nitrite  above  2251,  cash  levels  keeping  happy  sl  in  mind.  Thanks.",neha_0103,2025-02-14 09:31:00
Deepak Nitrite,dont  worry  promoter  will  buy  more  stake  lol,ThefabulousPenguin,2025-02-14 09:05:00
Deepak Nitrite,"The  chemicals  manufacturing  company  has  reported  consolidated  net  profit  of  Rs  202  crore  for  the  third  quarter  of  FY24,  falling  3.3  percent  compared  to  the  corresponding  period  of  the  last  fiscal  year,  with  muted  topline  growth  and  subdued  operating  numbers.  Revenue  from  operations  grew  by  0.9  percent  year-on-year  to  Rs  2,009.2  crore  for  the  quarter.",kamal20,2025-02-14 08:42:00
Deepak Nitrite,"I  am  holding  this  scrip  since  April  2021  ,  Almost  3  years  which  has  been  like  a  roller  coaster  ride  .  No  regrets",RK0079,2025-02-14 06:06:00
Deepak Nitrite,Some  long  term  investors  of  DN  in  this  forum  were  talking  about  holding  this  scrip  for  10  to  15    years  to  create  generational  wealth  .  Stock  2  years  chala  nahi  sab  bhaage  shares  bech  ke  ..  ahahah  ..,RK0079,2025-02-14 06:05:00
Deepak Nitrite,"It  has  corrected  a  lot  from  2500  levels  ,  if  markets  are  weak  it  can  fall  near  2000  which  would  be  a  steal  deal  to  grab  more  quantities  .",RK0079,2025-02-14 06:03:00
Deepak Nitrite,Results  doesnt  matter.Start  booking  profits  in  your  portfolio  because  party  is  over  for  bulls,believe_me_2015,2025-02-13 23:25:00
Deepak Nitrite,Mkt  will  open  down  people  will  short  in  the  morning.  Concall  in  a  few  days  then  will  be  back  again.  Next  quarter  onwards  we  can  see  big  jump  as  new  production  lines  come  on  stream.  Future  is  bright  no  doubt.,ahuja.12,2025-02-13 23:24:00
Deepak Nitrite,why  promoter  was  buying  to  trap  retailers   put  wrong  estimates  7  rupees  eps  this  qtr    half  of  what  was  yoy........  28  ruppees  fwd  earnings  stock  is  too  expensive  500-1000  will  be  my   ....earlier  was  1500  but  promoter  keep  fooling  retail  investor,ThefabulousPenguin,2025-02-13 21:58:00
Deepak Nitrite,hahahahahaha  amazing  results    500  coming    1.5  rupees  ka  eps  hilarious  ....  4  qtr  ki  total    eps  will  4X1.5    total  6  rupees  eps  for  the  whole  year  fwd  earning  .....  550  pe  multiple  to  fwd  earnings,ThefabulousPenguin,2025-02-13 21:56:00
Deepak Nitrite,"Though  revenue  has  increased,  there  is    a    drastic  fall  in  Earning  per  share.  Can  expect  a  southward  journey  from  here.  Better  to  exit  and  stay  on  short  side  tomorrow  morning.",BishnuWithu,2025-02-13 21:55:00
Deepak Nitrite,Bhai  kaha  dkha  tune  result,rohan890,2025-02-13 21:31:00
Deepak Nitrite,Revenue  of  1903cr  has  missed  estimates  of  2021cr  and  PAT  of  98cr  has  missed  estimates  of  183cr.  Crash  begins  tomorrow  under  2100,rishi30790,2025-02-13 21:26:00
Deepak Nitrite,I  dont  give  a  damn  about  result  will  buy  at  lower  level..chances  doesnt  come  often  ..been  accumulating  since  500  level,BigBillionBull,2025-02-13 21:15:00
Deepak Nitrite,results  are  flat  YoY  and   revenue  growth  expected  from  Q3FY25........,rizulagg5,2025-02-13 21:07:00
Deepak Nitrite,its  down  but  there  is  nothing  like  market  bleed  stock  specific  action  will  be  seen  hope  for  the  best  regards,pnj18,2025-02-13 21:02:00
Deepak Nitrite,What  happened  to  Indian  market....  why  demand  is  shrinking....,Dewanand,2025-02-13 20:28:00
Deepak Nitrite,"both  revenue  and  net  profit  dropped  to  74  crores,  this  can  correct  more  due  to  steep  valuations  and  subdued  chemical  margins",hyena666,2025-02-13 20:14:00
Deepak Nitrite,Big  negative.  Worst  result  51  percent  drop  in  profit  YOY  and  5.5  percent  drop  in  revenue  YOY.,Trader_4,2025-02-13 20:11:00
Deepak Nitrite,Result  out  on  bse  website,maggiraj,2025-02-13 20:10:00
Deepak Nitrite,expecting  result  will  come  super  duper  revenue  2370cr  and  pat  will  come  255cr  revenue  and  pat  up  by  15  percent  to  23  percent  lets  hope  for  best,ovi04vahora,2025-02-13 18:54:00
Deepak Nitrite,bro  as  per  option  chain  put  writer  close  their  position  and  call  writer  increase  their  position  so  beware  agar  2200  ka  level  tuta  2000  par  rukega  after  result  dekhege,kali4,2025-02-13 11:10:00
Deepak Nitrite,now  upper  journey  started  from  today  it  will  hitt  2550  with  in  5  trading  sessions  decision  is  yours,subashsingh,2025-02-13 07:13:00
Deepak Nitrite,I  feel  regret...  by  mistake  posted  1700  instead  of  Rs  2300....For  Bharti  AIRTEL  it  was  1700  now  today  1750.,Dewanand,2025-02-13 06:50:00
Deepak Nitrite,DN  Q3  results  today  .  Either  it  will  make  or  break  hearts  of  investors  just  before  valentines  day  ..  Hahaha,RK0079,2025-02-13 06:42:00
Deepak Nitrite,Bhai  asa  mat  bol  yar  call  lia  hua  h  mene  2450    chaie  kse  bi  iska,rohan890,2025-02-13 00:41:00
Deepak Nitrite,buy  deepak  nitrite..  12-15%  profit  in  1-2  month,shaitanji420,2025-02-11 12:17:00
Deepak Nitrite,deepak  nitrate  is  manipulated  by  price  recommendation  given  by  sjigar  patel  of  anand  rathi  from  4th  february  onwards.,Tri239,2025-02-11 11:28:00
Deepak Nitrite,No  hope  from  this  junk,Tri239,2025-02-10 12:56:00
Deepak Nitrite,2219  very  strong  support  for  deepak  nitrite,ThefabulousPenguin,2025-02-08 12:56:00
Deepak Nitrite,buy  above  2260  levels  tgt  2280/2300  intraday,_Mihir,2025-02-06 12:45:00
Deepak Nitrite,wapas  2200  agaya  it  should  see  1000  levels  someday,ThefabulousPenguin,2025-02-05 19:11:00
Deepak Nitrite,Ready  to  fly  at  any  point  of  time.  Dont  loose  patience.,hardik_shah88,2025-02-04 15:10:00
Deepak Nitrite,"Deepak  Nitrite  unit  Deepak  Chem  Tech  signs  MoU  worth  Rs  9,000  crore  with  Gujarat  Government.",RK0079,2025-02-01 03:36:00
Deepak Nitrite,deepak  can  see  3000  from  here.....,rizulagg5,2025-01-31 19:14:00
Deepak Nitrite,"2.  Methyl  methacrylate  MMA  is  used  to  manufacture  PMMA  which  is  used  in  architecture  and  construction,  lighting,  automotive  and  transportation,  electronics  like  TV  and  smartphone  displays,  medical  and  healthcare  devices,  storage  cabinets,  furniture.  The  other  application  areas  of  AAMA  are  in  acrylates  based  paint  and  coatings,  impact  modifiers,  processing  aids  and  other  speciality  chemicals.",Simple_tipa,2025-01-31 18:28:00
Deepak Nitrite,"1.    Polycarbonate  is  used  in  electrical  and  electronic  components,  5G  and  other  high  end  telecommunications  devices,  automotive  and  transportation,  aviation  and  defense  applications,  medical  devices,  consumer  durables,  sports  and  recreational,    construction  materials,  composites,  3D  printing,  components  for  renewable  energies  etc",Simple_tipa,2025-01-31 18:25:00
Deepak Nitrite,"Deepak  Chem  Tech  Limited  formerly  known  as  Deepak  Clean  Tech  Ltd.  a  wholly  owned  subsidiary  of  the  Company  had
expressed  its  intention  to  invest  around  t  9,000  Crores.  Towards  this,  Deepak  Chem  Tech  Limited  has  now  signed  a  MoU  with  Govt.  of  Gujarat  on  January  31,  2024,  with  an  intent  to  invest  around  Rs.  9,000  Crores  to  establish  projects  at  Dahej  Gujarat,  to  manufacture  the  following  products",Simple_tipa,2025-01-31 18:20:00
Deepak Nitrite,0  expectations  going  into  this  quarter  results.  Lets  see  what  they  deliver.,ahuja.12,2025-01-31 09:22:00
Deepak Nitrite,ye  neechay  kyun  nhi  ja  rha  hai?  it  should  be  1500  as  per  profits,ChachaChaudhary,2025-01-25 17:31:00
Deepak Nitrite,result  will  be  out  13  february..,AG_78,2025-01-24 23:56:00
Deepak Nitrite,is  there  any  news..  why  so  sudden  fall,investinindia@2047,2025-01-24 14:35:00
Deepak Nitrite,What  investors  are  waiting  to  see  here,rrp19874,2025-01-23 00:32:00
Deepak Nitrite,market  up  deepak  falling..  market  down  deepak  falling..  market  sideways  deepak  falling..  what  the  hell  is  wrong  with  this..,mink07,2025-01-20 10:31:00
Deepak Nitrite,Short  covering  Hui  hai  chicha.  Long  built  toh  abhi  or  hoga,yudi2141,2025-01-19 15:11:00
Deepak Nitrite,kispe  itna  Paisa  foot  pada  ki  3  %  upar  kardiya  issay,ChachaChaudhary,2025-01-19 12:27:00
Deepak Nitrite,"sensex  crashed,  nifty  down  by  355  points",skp9988,2025-01-17 12:06:00
Deepak Nitrite,2500  ce  52rs  hold  or  sell,nik_03,2025-01-16 17:04:00
Deepak Nitrite,Q3  numbers  expected  to  be  better  for  most  chemical  companies,RK0079,2025-01-16 14:12:00
Deepak Nitrite,Soon  there  shall  be  a  news  of  deepak  nitrite  entering  into  new  specialty  molecules,RK0079,2025-01-16 14:11:00
Deepak Nitrite,why  deepak  nitrite  is  falling  continuously  despite  off  borker  house  gave  good  target,7Sid_,2025-01-15 18:22:00
Deepak Nitrite,lic  increase  stake  in  deepak  nitrate  very  positive  for  it  ????☺️,sanjubly,2025-01-12 13:18:00
Deepak Nitrite,2500  and  2400  it  is  playing  in  between  its  very  bad  for  fno  premium  eater  closing  should  be  between  any  of  this  level  for  trading,manojeq,2025-01-12 12:37:00
Deepak Nitrite,people  are  not  taking  profit  decline  seriously  lol  otherwise  it  would  have  touched  my  target  of  1500  few  years  back,ThefabulousPenguin,2025-01-12 00:44:00
Deepak Nitrite,2400  itna  jyaada  high  hai  agar  lic  aur  promoter  thoda  bhi  sell  kiye  to  1000  rupees  par  aajyega  ye  stocks  chemicals  in  bad  shape  as  china  chemicals  prices  are  going  below  2019  now  again   that  time  deepak  was  500  rupees  stock,ThefabulousPenguin,2025-01-12 00:43:00
Deepak Nitrite,"buy  buy  buy,  one  week  target  2550,  sl  2420.  thank  me  later...",StopLoss44,2025-01-11 23:10:00
Deepak Nitrite,back  to  bullish.  target  2580-2700  within  january,smonish1992,2025-01-11 17:50:00
Deepak Nitrite,itna  capacity  expansion  kar  rha  hai  maal  chipkaega  kisko  ??,ChachaChaudhary,2025-01-11 12:05:00
Deepak Nitrite,"LIC  yet  again  increasing  stakes  in  DNL  .  Last  2  years  was  tough  for  the  sector  ,  ones  who  had  conviction  will  create  wealth",RajatSEN,2025-01-11 08:36:00
Deepak Nitrite,The  latest  shareholding  pattern  shows  that  both  Foreign  and  domestic  investors  have  increased  stakes  in  DNL  .  Funny  that  retailers  have  sold  again  .,RajatSEN,2025-01-11 08:35:00
Deepak Nitrite,no  signs  of  1500  levels  yet  keep  buying  dont  worry,ChachaChaudhary,2025-01-10 14:13:00
Deepak Nitrite,Buying  may  possible  during  last  week  of  this  month  till  the  time  looks  downside,san2202050,2025-01-10 10:13:00
Deepak Nitrite,2400  below  closing  is  impossible  very  strong  buyers,manojeq,2025-01-09 14:34:00
Deepak Nitrite,it  may  go  down  at  2300  level.  it  will  take  rest  now.  and  will  move  at  the  2024  budget  on  1st  february  2024,jeet520,2025-01-09 14:17:00
Deepak Nitrite,weakest  in  chemical  sector  all  are  high  and  this  chadarmod  is  down,TOFIXCR7,2025-01-09 09:49:00
Deepak Nitrite,downside  is  not  possible  it  can  go  above  2500  or  it  will  keep  on  trading  between  2500  to  2400  .  buyer  are  strong  then  seller  in  bad  market  also  it  is  not  going  below  2400  next  target  is  2700  after  crossing  2500  this  is  just  eating  fno  premium,manojeq,2025-01-09 09:29:00
Deepak Nitrite,majority  stake  now  hold  by  dpk  nitrite  in  oman  deepak  ind.  ltd(  odil).  now  with  51%  stake  its  subsidiary  of  dpk  nitrite.  good  disclosure  by  company.  tred  always  positive  in  future,mkpareek21,2025-01-08 20:19:00
Deepak Nitrite,this  may  now  go  back  to  2250-2100,smonish1992,2025-01-08 17:58:00
Deepak Nitrite,this  is  in  range  cant  go  above  2500  or  cant  come  below  2400  its  fight  between  call  and  put  .onces  it  cross  its  make  or  break,manojeq,2025-01-08 10:00:00
Deepak Nitrite,is   you  elaborate,newinvestorengg,2025-01-06 19:19:00
Deepak Nitrite,"I  think  most  of  the  people  dont  understand  why  DN  is  a  stock  to  hold  for  10  ...  I  bought  in  Covid  with  a  time  frame  of  15  years  OR  India  s  chemical  share  Globally  as  10%  whichever  is  earlier  ...DN  has  invested  a  lot  which  they  will  reap  the  benefit  from  2025  start...HFC  will  also  contribute  to  its  profitability,,,,another  strange  reason  I  bought  this  share  coz  Maulik  is  n  will  be  hier  of  DN  n  subsidiaries  without  any  fight  with  anyone(Likewise  Reliance)  which  can  taken  down  the  stock  ,  goodwill,  profits  and  investors  confidence  ..  I  rarely  post  but  my  advise  its  not  a  3  years  or  3  days  stock,  buy  only  if  u  can  hold  for  8  years...  I  do  not  predict  share  price  still  I  believe  it  will  help  me  post  retirement  I  can  buy  house  with  DN  Thanks  all..n  negative  comments  waaalo  pls  dont  behave  like  Congress  (Grapes  are  sours)",BigBillionBull,2025-01-05 08:19:00
Deepak Nitrite,"Target  price  of  R  2800  by  February,  2024.  Deepak  Nitrite  has  increased  rates  of  IPA",rp1006,2025-01-04 12:49:00
Deepak Nitrite,Deepak  Nitrite  is  surely  buy  buy  buy  very  soon  2536,Visionbright,2025-01-04 11:12:00
Deepak Nitrite,vag  deepak  vag  2540  onboard  buy  only  buy  good  move,sdsrin,2025-01-04 10:49:00
Deepak Nitrite,Chemicals  stocks  holding  up  well  after  2  years  of  consolidation,RajatSEN,2025-01-04 07:23:00
Deepak Nitrite,buy  now....2600  by  this  week  and  may  touch  3000  by  this  monthend...  result  month...  buy  buy,nightshade356,2025-01-03 08:15:00
Deepak Nitrite,going  to  test  52  week  low,amitalk,2025-01-02 10:21:00
Deepak Nitrite,DN  may  be  alarm  yesterday  above  2500  but  if  it  cross  again  2500  then  blind  buy  as  breakout  confirm  and  it  will  move  towards  3000  compay  have  aggressive  expansion  policy  announce  timely,rpower2,2025-01-02 09:37:00
Deepak Nitrite,people  wont  imagine  from  current  level  deepak  can  easily  reach  6300  level  in  2  year  time  frame.  do  not  sell  in  20-30  percent  return,Satvikgupta260389,2025-01-01 12:53:00
Deepak Nitrite,oh  bearish  penguin.  deepakntr  will  scale  to  2700-2800  whether  you  like  it  or  not  within  february,smonish1992,2024-12-31 09:35:00
