Stock,Comment,Commented By,Sentiment_Score,Sentiment_Label,Timestamp
Aarti Industries,company  still  in  profit  people  behave  like  company  in  loss  fair  value  500,stockfact,0.7783,Positive,2025-02-27 13:27:00
Aarti Industries,now  the  doing  capex  every  year  while  their  is  no  margin  in  business  to  service  that  capex   to  ensure  profits  keep  going  down  and  they  can  buy  back  shares  at  dirt  cheap  again  .  have  not  seen  more  chor  promoter  than  this  company  .  which  playing  with  minority  shareholders  from  last  6  years  and  more,MD_phoenix,0.5994,Positive,2025-02-27 12:23:00
Aarti Industries,when  market  in  good  mood  this  stock  will  cross  500  like  rocket,stockfact,0.6597,Positive,2025-02-27 11:45:00
Aarti Industries,buy  aarti  ind  cmp  tgt  540  610  only  chemical  stock  will  rallyyyy  especially  aarti  indistries  and  tata  chemicals    buy  buy,bulltrendyrocky,0.0,Neutral,2025-02-27 10:06:00
Aarti Industries,2  months  se  fasa  hua  hu  iss  share  me  hope  it  will  be  fruitful  in  future,garry40,0.6249,Positive,2025-02-25 00:06:00
Aarti Industries,highke  under  value  stock  fair  value  above  550  hold  this  year  target  800,stockfact,0.7269,Positive,2025-02-19 10:17:00
Aarti Industries,this  year  belongs  to  chemical  buy  target  530  in  two  month,stockfact,0.0,Neutral,2025-02-18 13:21:00
Aarti Industries,the  worst  fraud  scam  stock,YMnew,-0.9118,Negative,2025-02-18 13:07:00
Aarti Industries,"Market  has  made  its  bottam  with  the  Triple  Bottam  Theory,  Now  its  year  of  specaility  Chemical  and  be  ready  to  see  500  by  This  month  expiry",Market@9,0.3612,Positive,2025-02-16 22:20:00
Aarti Industries,the  share  is  ready  to  beach  the  400  but  keep  strict  stop  lose  of  390  which  is  also  52  weeks  low.    After  poor  net  profits  and  profits  booking  we  will  see  soon  below  400  and  if  breach  the  SL  of  390  than  can  start  to  add  in  the  10  parts  on  every  dip  of  rs  10  so  can  add  upto  Rs300  and  risk  reward  come  in  the  favour  of  my  smart  investors.  can  follow  for  more  call.s,therealthirdeye2015,0.8271,Positive,2025-02-16 18:11:00
Aarti Industries,Pl  tell  me  what  is  the  target  of  Aarti  Industries  for  next  2  years,RAMSJ,0.0,Neutral,2025-02-14 08:46:00
Aarti Industries,Risk  and  reward  is  extremely  in  favour  .  Its  funda  as  well  as  tech  call,Market@9,0.7832,Positive,2025-02-10 22:13:00
Aarti Industries,"Buy  and  Accumulate  for  520,  560,  640,  and  then  700,  and  760  before    next  results
520  may  come  any  day.",Market@9,0.0,Neutral,2025-02-10 22:12:00
Aarti Industries,good  value  company  facing  some  difficulty....  should  do  good  in  upcoming....  hold  after  budget,buddy_ry,0.802,Positive,2025-02-08 15:28:00
Aarti Industries,"sold  at  current  market  price,  looking  it  will  go  down..",pkrajput,0.0,Neutral,2025-02-06 17:24:00
Aarti Industries,"Aarti  Ind  s  new  plant  trial  production  and  commercecial  production,when  start  any  time  period,please  share  info  about  trial  and  commercecial  production",walalipacham,0.296,Positive,2025-02-06 16:22:00
Aarti Industries,Accumulate  PCBL  and  Heubach  industries  also.  Special  chemical  shares  are  expected  to  doing  well  in  coming  days.Buy  in  dips.,sanj_1234,0.7184,Positive,2025-02-06 10:20:00
Aarti Industries,What  is  Aarti  Industries  target  for  the  next  five  years,RAMSJ,0.0,Neutral,2025-02-05 08:27:00
Aarti Industries,my  10  years  target  is  20000.  So  the  research  practically  guys.,yans,0.0,Neutral,2025-02-05 01:25:00
Aarti Industries,Chemical  share  are  going  to  fire.  It  will  be  doubled  before  next  result,Market@9,-0.0516,Negative,2025-02-03 16:59:00
Aarti Industries,due  to  capex  and  increase  plant  capacity  profit  not  generated  I  think  up  hi  hoga  550  fast,stockfact,0.6369,Positive,2025-02-03 10:52:00
Aarti Industries,Stock  seems  to  have  bottomed  out,Mrch,0.0,Neutral,2025-02-03 09:48:00
Aarti Industries,Shorters band bajgai stoploss trigger of all shorters,garry40,0.0,Neutral,2025-02-03 09:27:00
Aarti Industries,"Aarti  Industries  Q3  Consolidated  YoY

Profit  tanks  62.9prcnt  to  Rs  46  crore  Vs  Rs  124  crore

Revenue  grows  6.2prcnt  to  Rs  1,840  crore  Vs  Rs  1,732  crore",kamal20,0.4404,Positive,2025-02-03 08:54:00
Aarti Industries,Sell  aarti  Industries  target  420  stop  loss  470    for  tomorrow  as  result  are  bad,Karsan420,-0.7906,Negative,2025-02-03 00:04:00
Aarti Industries,"Buy  aarti  Industries  target  495  stop  loss  442  ,  as  mangement  commentary  is  positive  and  loss  is  factored  in  price  .",Karsan420,-0.296,Negative,2025-02-02 23:54:00
Aarti Industries,"aarti  will  fly  results  are  not  as  bad  and  operators  commentary  was  good  regarding  new  projects  ,oversees  and  domestic  sales  detail.  sales  improved",km_mh,0.8338,Positive,2025-02-02 21:05:00
Aarti Industries,"Have  after  tracking  this  company  last  2  years    and  somehow  strongly  feel  that  their  recent  business  underperformance  have  some  artificial  angle  .  The  whole  MMA    and  Gasoline  Naptha  spread  story  on  energy    side.    It  has  to  do  will  them  playing  their  stock  through  FNO  and  cash  ,  if  not  directly  then  through  their  brokers  .  Somehow  these  ups  and  down  of  profits  dnt  jutify  for  a  company    with  long  experience  of  chemical  markets  .  If  stock  recovers  back  in  few  days  than  that  this  theory  will  be  proved  .",MD_phoenix,0.7845,Positive,2025-02-02 20:55:00
Aarti Industries,Be  extremely  cautious.  The  losses  are  huge.  It  will  get  beaten  badly.  Investors  are  shifting  to  better  companies.  FII  are  anyway  out,joehand,-0.6549,Negative,2025-02-02 18:15:00
Aarti Industries,"Avoid  this  junk...  Best  buys  are  BEL  ,TATA  Motors,  Sterling  Tools,  Castrol  and  Unicommerce  eSolution...Can  easily  double  by  this  Diwali",Ofcourse,0.6597,Positive,2025-02-02 13:54:00
Aarti Industries,"Bad  results  are  getting  heavily  punished  in  this  market  .  The  only  question  for  Aarti  stock  on  Monday  is  whether  it  will  stop  on  10  percent  down  or  20  percent.  Consistently  second  quarterly  pathetic  result  .  When  all  chemical  companies  are  positing  better  numbers  ,  either  aarti  management  is  incompetent  or  worse  they  deliberately  posting  bad  number  to  buyback  the  share  at  lows  or  both  .  In  any  of  the  case  for  minority  investors  it  is  a  bad  sign.  Commentary  on  management  call  could  also  be  bearish  to  keep  the  stock  down  ....  it  will  take  few  weeks  for  stock  to  recover.",MD_phoenix,-0.9682,Negative,2025-02-02 10:48:00
Aarti Industries,tomorrow  upper  circuit  confirm,100yearsexp,0.0,Neutral,2025-02-02 09:44:00
Aarti Industries,Actual  Profit  is  higher  as  Forien  currency  loans  exchange  rate  losses  of  23  Crores  have  been  accounted  for  in  the  Finance  expenses,Market@9,0.0516,Neutral,2025-02-01 21:58:00
Aarti Industries,Actual  profits  are  more  better  than  management  estimates  made  in  last  investor  presentation,Market@9,0.7264,Positive,2025-02-01 21:56:00
Aarti Industries,Chemical  share  are  going  to  fire.  It  will  be  doubled  in  1-2  months,Market@9,-0.0516,Negative,2025-02-01 21:55:00
Aarti Industries,shall  go  below  360  over  3-4  weeks  time.,Sha_Alpha,0.0,Neutral,2025-02-01 21:18:00
Aarti Industries,"Raw  material  cost  is  the  only  driver  for  lower  profits  so  it’s  all  known.  Higher  revenues,  capex  realisation  and  new  market  entry  will  make  it  positive",Pavya408,0.6486,Positive,2025-02-01 21:00:00
Aarti Industries,"There  might  be  a  possibility  that  they  showed  bad  results  to  accumulate  shares  at  lower  price  as  from  here  on  the  improvement  in  profits  will  be  there,  as  mentioned  by  someone,  bad  results  are  already  factored  in,  might  go  in  reverse  direction  on  Monday.  Not  a  trading  advice  please  consult  your  advisor.",Pankaj_inv,-0.47,Negative,2025-02-01 18:16:00
Aarti Industries,Bad  results  are  priced  in  .  Now  a  days  market  is  reacting  in  opposite  directions,Lucky1710,-0.5423,Negative,2025-02-01 18:07:00
Aarti Industries,Absolutely  Horrible  results  from  Aarti  industries.  Pat  has  fallen  even  on  qoq  basis.  what  a  joke  .That  too  at  a  time  where  other  chemicals  company  are  posting  strong  results.,believe_me_2015,-0.2006,Negative,2025-02-01 17:41:00
Aarti Industries,chemical  business  should.  be  seen  consolidated  see  consolidated  and  its  good  9  months  results  it  may  go  down  by  4  to  5  rs  I  fits  go  down  by  10  rs  I   in  FNO.,crds123,0.4404,Positive,2025-02-01 17:32:00
Aarti Industries,"Commenting  on  the  results  Rajendra  V.  Gogri  Chairman  and  Managing  Director  stated
Despite  a  challenging  macroeconomic  environment    we  continue  to  strengthen  our  market  position  through  strategic  investments  and  operational  excellence.  Our  long-term  growth  prospects  remain  intact  as  we  enhance  our  product  offerings  and  expand  into  new  markets",ajaygarg1,0.9162,Positive,2025-02-01 17:31:00
Aarti Industries,"worst  result  After  tax  Net  profit  46cr  vs  285cr  year  on  year  

  46cr  vs  52cr  Qauter  on  quater  be  ready  for  10  percent  lc  on  monday",ovi04vahora,0.0772,Neutral,2025-02-01 17:21:00
Aarti Industries,Monday  ready  for  400  or  410  levels  10  percent  lower  circuit  will  come,ovi04vahora,0.0772,Neutral,2025-02-01 15:40:00
Aarti Industries,₹ 500 extramely poses,Real_68,0.0,Neutral,2025-02-01 14:19:00
Aarti Industries,500 Annie Time Buy Buy Buy,Nensukh,0.0,Neutral,2025-02-01 14:00:00
Aarti Industries,aarti  spiking  before  result  crossing  450  ....  is  it  proper  breakout  or  bull  trap  .  we  will  get  know  with  results  today  and    investor  call  on  monday.  ...i  feel  overall  AARTI  will  go  up  in  coming  weeks  if  not  days  .  fingers  crossed,MD_phoenix,-0.3182,Negative,2025-02-01 13:31:00
Aarti Industries,"In  feb  month  itself,  it  will  cross  550  and  this  year  it  will  cross  800,  1000  too",Market@9,0.0,Neutral,2025-02-01 08:42:00
Aarti Industries,There  is  buzz  on  street  that  aarti  Q3  numbers  may  be  good  as  most  chemical  companies  giving  better  numbers  .  I  am  not  very  confident  personally.    Hopefully  worst  is  over  and  stock  can  move  up  .  Anyways  we  will  get  know  tommorow,MD_phoenix,0.5397,Positive,2025-02-01 00:42:00
Aarti Industries,aarti  main  hulchul  hai  but  till  it  crosses  450  decisively  .  breakout  on  upside  wont  be  confirmed  .  lets  see  kya  hota  hai,MD_phoenix,0.0,Neutral,2025-01-31 13:21:00
Aarti Industries,ready  to  blast  anytime.,drarunrao,0.3612,Positive,2025-01-31 13:09:00
Aarti Industries,"Yeah,  waiting  for  strength  with  Some  sustainability.  holding  huge  quantities  for  a  long  while.  lets  wait  and  see,  how  it  reacts",yans,0.7717,Positive,2025-01-30 15:28:00
Aarti Industries,"why  aarti  is  showing  strength  before  results   it  real  ,  will  it  cross  450",MD_phoenix,0.4939,Positive,2025-01-30 12:02:00
Aarti Industries,"Aarti  Industries  and  Re  Sustainability  form  JV

Re  Sustainability  and  Recycling,  a  Re  Sustainability  Company  ReSL,  and  Aarti  Circularity  ACL,  a  wholly  owned  subsidiary  of  Aarti  Industries  have  joined  hands  to  establish  a  transformative  first  of  its  kind  in  India  Joint  Venture  Company  JV  Co  for  driving  the  development  of  Plastic  Materials  Recycling  Facilities  PMRFs  across  India.",kamal20,0.5267,Positive,2025-01-29 17:30:00
Aarti Industries,Results  mains  not  be  great  but  iss  quarter  se  kya  promoter  se  uper  leke  jayega  .  any  views,MD_phoenix,-0.284,Negative,2025-01-29 16:59:00
Aarti Industries,"worst  yet  to  come  for  chemical  stocks,  due  to  chinese  Competition",tikhobvcyur,-0.6249,Negative,2025-01-28 23:14:00
Aarti Industries,"results  
seems  sale  be  around  1900  to  2000
net  profit  between  80  to  100  might  if  expenses  control  then  it  might  be  150  plus  let  c  on  1st  Feb",teshu10,0.4404,Positive,2025-01-27 10:00:00
Aarti Industries,"Sell  IT,  Pharma  and  Auto,  And  BUY  Chemical  ,  Banks  ,  FMCG",Market@9,0.0,Neutral,2025-01-24 23:30:00
Aarti Industries,the  company  commenced  production  at  its  dahej  sez  expanded  facility  in  gujarat.,kamal20,0.0,Neutral,2025-01-24 12:39:00
Aarti Industries,keep  adding  whenever  it  goes  down    it  will  give  you  50  percent  atleast  6  to  9  months  hold  it,teshu10,0.0,Neutral,2025-01-24 10:44:00
Aarti Industries,c  its  totally  in  the  operates  hand  yesterday  it  went  to  449  plus    today  in  morning  it  went  to  452  plus  they  before  yesterday  went  down  to  428  and  close  near  by  440  now  again    from  452  to  437  hahaha  excellent    sebi  just  setting  and  enjoy  no  control    in  many  stocks  its  happening    over  load  ho  gayaa  hey  sebi  seems  companys  list  hoye  jaa  rahi  hey  hoye  jaa  rahi  easily  so  anyone  can  do  anything  scrap  kar  diyaa  hey  market  kaa,teshu10,0.9313,Positive,2025-01-24 10:15:00
Aarti Industries,Big Subside 550 hold tight,Luv1211,0.0,Neutral,2025-01-23 21:15:00
Aarti Industries,i  have  sold  pe  by  rathi  target  i  booked  loss  of  65000.  if  hold  one  more  days  then  cost  2  cost,madhu1654,-0.3182,Negative,2025-01-23 16:53:00
Aarti Industries,"Mark  my  words  its  never  gonna  happen,  the  next  target  as  per  all  the  details  from  the  company  is  550  buy  and  hold  anand  rathi  targets  are  always  wrong.",Luv1211,-0.4767,Negative,2025-01-23 07:54:00
Aarti Industries,its  481  or  281  ...  please  clear,jrv_1,0.5994,Positive,2025-01-22 22:35:00
Aarti Industries,This  is  going  to  be  Dark  hourse  of  the  year,Market@9,0.0,Neutral,2025-01-22 21:42:00
Aarti Industries,"Operators  are  having  short  positions  in  heavy  quantity  and  once  they  liquidate  their  positions  and  will  take  the  long  side,  no  one  will  be  able  to  buy  then",Market@9,-0.296,Negative,2025-01-22 21:41:00
Aarti Industries,"This  year  ,  it  will  cross  life  time  high  of  1100,  made  in  2021",Market@9,0.0,Neutral,2025-01-22 21:39:00
Aarti Industries,"Shorters  are  active  due  to  fii  selling.  Today  one  HDFC  results  turn  the  market  sentiment.  Aarti  is  best  leader  in  this  segment.  with  tariff  announcement  on  China,  chemical  sector  will  be  no  one  in  2025.  at  this  moment  reyailers  have  to  manage  margin  positions.  it  will  give  big  jump  soon  as  fii  will  start  their  comeback  with  attractive  prices  companies  like  Aarti.  its  no  1  favourite  of  fii  due  to  global  presence.",shatesamrat,0.836,Positive,2025-01-22 19:12:00
Aarti Industries,Anand  Rathi  give  target  of  rs  281,spcsc,0.0,Neutral,2025-01-22 18:34:00
Aarti Industries,i  am  holding  4500  shares  at  550  dont  know  when  it  will  reach  550  atleast,garry40,0.3182,Positive,2025-01-22 11:43:00
Aarti Industries,i  am  holding  4800  shares  dont  know  when  it  will  turnaround  but  i  trust  the  promoters,9ratan,0.7227,Positive,2025-01-22 11:29:00
Aarti Industries,484  are  you  serious  it  cannot  go  above  455  today,garry40,-0.0772,Negative,2025-01-22 10:43:00
Aarti Industries,full.operater  game  is  going  on  .....  be  smart,teshu10,0.4019,Positive,2025-01-22 10:24:00
Aarti Industries,Why  it  is  going  down  any  idea,TraderCorner,0.0,Neutral,2025-01-22 09:26:00
Aarti Industries,Hopefully  it  will  blast  soon..  Holding  is  very  huge.Lets  how  would  be  the  results  and  how  it  reacts  nearby...,yans,0.4019,Positive,2025-01-21 13:19:00
Aarti Industries,a  strong  pull  back  towards  600  650  i  s  pending  let  us  see,nachchi99,0.5106,Positive,2025-01-21 11:14:00
Aarti Industries,absolutely  seems   to  520  no   i  had  written  that  from  460  a  gap  is  to  be   is  why  it  dived  to  425.,big_boss_1,-0.296,Negative,2025-01-21 09:36:00
Aarti Industries,as  per  technical  540  possible  hold  till  800,stockfact,0.0,Neutral,2025-01-21 09:32:00
Aarti Industries,"If  aarti  crosses  450  decisively  then  it  will  attempt  breakout  towards  488,500,  515  .  Kafi  pita  hua  stock  hai  .  investors  upper  ke  level  pe  phanse  hain.",MD_phoenix,-0.5267,Negative,2025-01-21 00:20:00
Aarti Industries,"Stocks  removed  from  FandO  ban-  Aarti  Industries,  Hindustan  Copper",kamal20,-0.5574,Negative,2025-01-20 23:39:00
Aarti Industries,volumes  and  price  movement  are  indicative  of  a  breakout,Mrch,0.0,Neutral,2025-01-20 11:33:00
Aarti Industries,"Which film brother chemical sector company also signs the film, what is the joke",garry40,0.296,Positive,2025-01-20 09:03:00
Aarti Industries,"15  percent  down  from  cmp..
may  your  dream  come  true..",akas121,0.25,Positive,2025-01-19 00:07:00
Aarti Industries,Going  to  give  one  dip  at  380  for  sure.  Stay  alert,buyden,0.5423,Positive,2025-01-18 23:55:00
Aarti Industries,"aarti  is  trading  above  it  50  day  dma  which  is  a  positive  sign  .  but  its  very  deceptive  share,  reversals  are  also  very  quick",MD_phoenix,0.6723,Positive,2025-01-17 12:04:00
Aarti Industries,ambit  capital  has  given  target  of  550  and  seems  some  follow-up  buying  is  happening  .  showing  relative  strength  .  need  to  see  if  it  crosses  450  and  sustains  for  positive  breakout,MD_phoenix,0.7783,Positive,2025-01-17 12:03:00
Aarti Industries,Technical  pullback  to  upper  side  is  very  much  possible  because  company  s  sales  is  growing  continously,nachchi99,0.1779,Neutral,2025-01-17 09:32:00
Aarti Industries,AMBIT  capita  has  given  target  of  550  on  Aarti  today  .  public  news  now  .  seems  unke  clients  ne  apni  long  position  3  days  main  Bana    li  .  Lets  hope  existing  investors  ka  kuch  bhala  ho  jaye,MD_phoenix,0.4404,Positive,2025-01-16 19:55:00
Aarti Industries,"MMA  wala  tel  banana  gogri  babu  band  karenge  tabhi  you  can  call  this  company  as  specialty  company  ,  Promoter  should  stop  manipulating  this  stock  so  badly",MD_phoenix,-0.8267,Negative,2025-01-16 19:39:00
Aarti Industries,Aarti main kuch pak raha hai kya.  Stock is showing relative strength in last 3 days .yaar phir yeh bhi bulltrap hai.    Jagroook Investors Kuch Gyan De.    Investor Ko Kafi Barbaad Kiya Hai is Stock Ne in Last 6 Month and 5 Year Time Frame.,MD_phoenix,0.4939,Positive,2025-01-16 19:37:00
Aarti Industries,showing  sign  for  strong  reversal  from  this  point,Crusader76,0.5106,Positive,2025-01-16 13:54:00
Aarti Industries,hug  potential  in  this  stock,rekha789,0.4767,Positive,2025-01-16 12:45:00
Aarti Industries,result  in  january  end  soon  date  will  announce  buy  utho  veer  utho,stockfact,0.0,Neutral,2025-01-16 12:29:00
Aarti Industries,good  weak  hand  removed  now  huge  upside  hold  it,stockfact,0.6705,Positive,2025-01-16 09:26:00
Aarti Industries,today  target  455  buyvfast  huge  upside  in  this  counter,stockfact,0.3182,Positive,2025-01-16 09:04:00
Aarti Industries,it  will  go  up  very  quickly  frm  this  level.  and  results  will  be  good  compared  to  last  quater  hence  it  will  move  above  600  plus  in  2  months,prakash111,0.4404,Positive,2025-01-16 08:29:00
Aarti Industries,U Pisces 7. 6.9.,jrv_1,0.0,Neutral,2025-01-15 22:07:00
Aarti Industries,soon  it  will  hit  52w   hold  hold,buddy_ry,0.0,Neutral,2025-01-15 19:24:00
Aarti Industries,aarti  Industries  shares  gain  most  in  seven  months,kamal20,0.6808,Positive,2025-01-15 17:42:00
Aarti Industries,down  ward  risk  is  limited  it  seems.,Crusader76,-0.4588,Negative,2025-01-15 14:49:00
Aarti Industries,Aarti  is  showing  relative  strength  in  market   it  a  trap  or  rea  breakout  move  .  can  be  confirmed  only  if  crosses  450  and  sustains,MD_phoenix,0.2263,Positive,2025-01-15 13:51:00
Aarti Industries,"Souces  CNBC  Awaj,          Govt  is  bringing  some  pack  booster  package  for  the  Speciality  and  Agro  Chemical  Sector  in  India",Market@9,0.0,Neutral,2025-01-15 12:26:00
Aarti Industries,not  a  great  number  and  anyways  its  not  profit  alone  matters  its  commentary  from  company  .  at  110  crs  profit  in  q1  company  gave  bearish  commentary  and  share  fell  heavily.  that  is  is  how  gogri  babu  manipulates  this  share,MD_phoenix,-0.5043,Negative,2025-01-15 12:00:00
Aarti Industries,as  per  insider  news  profit  will  be  around  80  cr  almost  double  from  last  quarter  so  600  pakka  hai,stockfact,0.4404,Positive,2025-01-15 09:32:00
Aarti Industries,More downside so do in compeling days,akas121,-0.3167,Negative,2025-01-14 23:06:00
Aarti Industries,Does  price  movement  of  the  past  few  days  indicate  that  the  worst  is  over  for  Aarti,Mrch,-0.6249,Negative,2025-01-14 14:20:00
Aarti Industries,"dost yeh to ek din main hi lolle ho gaya to 400 khatre main.  Thode aur mantra padho shayad aapke mantra kaam kar jayen.  Investors Bahosh Pade Hai sab, kuch to zameen ke do gaj neeche dabe hue hai",MD_phoenix,0.0,Neutral,2025-01-14 13:38:00
Aarti Industries,Promoter  is  manipulating  shares  selling  at  900  and  700  levels  and  bringing  down  by  bad  product  and  sales  to  buy  again  after  q3  results  .  minority  investor  can  only  cry  or  better  write  to  SEBI  about  these  tactics,MD_phoenix,-0.6124,Negative,2025-01-14 13:12:00
Aarti Industries,"Pehle khud baad baadi guidance deta hai, Share ko bhagata hai from 450 to 750.  Phir Dumping at 700 Levels, Now Talking All Bearish.  Talking about 2028.  Gandhi Result Dega MMA NAAM KE TEL KO BANA KE JISKI KOI DEMAND NAHHI SHARE KHAR KHARED CHARE SASTE MAIN.  Isko Jail Main Hona Chahiye for This Con Scheme",MD_phoenix,0.1531,Neutral,2025-01-14 13:02:00
Aarti Industries,Gogri 50 Percent Production MMA NAAM Ke ​​Kisi Tel Ko Bana Raha Hai Koi Demand Aur Use Nahi Hai Yeh Sabhi Sharehlders Promoter hai doston.,MD_phoenix,-0.128,Negative,2025-01-14 12:59:00
Aarti Industries,Yeh Paataal Lok Ka Yatri Hai .beech beech main rukta hai phir chal padta hai pataal yatra pe.    Ruk ruk ke logon ko trap karta hai.  Maha Barbaad Share of This Bull Market,MD_phoenix,-0.0258,Negative,2025-01-14 12:51:00
Aarti Industries,"This  stock  is  utterly  confused.  No  directionality  whatsoever  and  fairly  disconnected  with  the  rest  of  the  companies  in  the  speciality  chemical  space.  The  management  is  apparently  devoid  of  any  new  idea,  and  their  existing  products  are  no  longer  niche  products  and    have  become  a  commodity.  They  really  need  to  do  something  rather  than  sit  and  play  a  wait  and  watch  game,  hoping  to  see  the  demand  coming  back  to  the  fore.  Or  else  the  company  should  put  a  tag  on  their  facade,  a  commodity  chemical  rather  than  a  speciality  chemical  player....Although  on  the  face  of  it,  the  CMP  gives  a  vibe  that  it  has  perhaps  reached  the  bottom  of  correction  subject  to  the  condition  that  no  more  surprises  up  their  sleeves  in  coming  quater  financial  results  and  following  thereof",thakkar73,-0.2911,Negative,2025-01-14 08:54:00
Aarti Industries,when  is  the  q3  result  announcd,akas121,0.0,Neutral,2025-01-13 22:02:00
Aarti Industries,"Even in such a down market, Aarti Veer, you are fighting well and you are standing strong, now no one can stop you till 450",stockfact,-0.128,Negative,2025-01-13 14:54:00
Aarti Industries,zee  buisness  gave  short  term  target  of  one  two  days  450  and  then  465  huge  upside  in  two  days,stockfact,0.3182,Positive,2025-01-13 10:26:00
Aarti Industries,result  in  January  today  target  448  buy  fast,stockfact,0.0,Neutral,2025-01-13 09:34:00
