Stock,Comment,Commented By,Timestamp,Translated_Text,Sentiment_Score,Sentiment_Label
Deepak Nitrite,phenol  prices  are  increasing  worldover.  It  is  a  strong  bet  for  Deepak  Nitrite.,RKK27,2025-02-27 09:57:00,Finnal Presence Crawsing Worldover.  This is a strong bet for lamp nitrarat.,0.5106,Positive
Deepak Nitrite,"3000  target  hold  it  investors  stock  for  long  term  ,  enjoy  investing  not  for  traders  and  operator.  others  pl  exit  the  forum  as  they  will  be  sad  once  it  is  3000  missing  feelings",CBI stocks,2025-02-27 00:05:00,"3000 Target Hold It Investors Stock for long term, Enjoy Investing Not for Traders and Operator.  others pl exit the forum as they will be sad once it is 3000 missing feelings",-0.2732,Negative
Deepak Nitrite,"monday  onwards,  DN  will  again  start  its  upward  journey.  that  is  sure.",RKK27,2025-02-25 13:03:00,R  Under this sore.,0.3182,Positive
Deepak Nitrite,Meeting  with  IIFL  on  27th  February.....Preference  Shares  may  be  finalized....,Dewanand,2025-02-24 21:02:00,Meeting with Tenth 27th Fabruier ..... Pares share May Bay Finalized ....,0.296,Positive
Deepak Nitrite,selling  pressure  at  2350  levels.  sell,karqwee,2025-02-23 09:38:00,Celling pressure 2350 levels.  Cellla,-0.296,Negative
Deepak Nitrite,Monday  1840  Deepak  NTR  sure  shot...,raju20089116,2025-02-22 10:58:00,Mande 1840 Deepakantra Sure Shot ...,0.3182,Positive
Deepak Nitrite,"selling  pressure  at  2350  level.  if  it  breaks  and  sustain  below  2300,  huge  downside  possible  for  tomorrow.",karqwee,2025-02-21 19:15:00,"Celling pressure in 2350 levels.  If it Breex and Sustain Bilo 2300, Huje DownSide Posible for Tumaro.",-0.2263,Negative
Deepak Nitrite,Trade  with  us  on  the  most  accurate  calls  everyday    just  text  on    WHTSZAP  SEVENN  30073  DOUBLE  0NE  44..,PUJA_STOCKSMARKET743,2025-02-21 09:28:00,Trade with that Most Acure Calls Everyday Just Text and WhatsJap Consumption 30073 Double 0.,0.0,Neutral
Deepak Nitrite,Market  recovered  buy  Deepak  nitrite  above  2000  for  tgt  2025...2050  Today,suhish,2025-02-21 09:22:00,Market Reclies Buy Deepak Nitrat Aobe 2000 for all 2025 ... 2050 Today,0.0,Neutral
Deepak Nitrite,We  will  witness  DN  touching  2700/-  next  month.,darsu48,2025-02-21 07:56:00,They will witness day touching 2700/- Next Month.,0.0,Neutral
Deepak Nitrite,"India  to  be  the  place  for  chemical  manufacturing,  says  Maulik  Mehta  from  Deepak  Nitrite",RK0079,2025-02-21 04:13:00,"India to bay the place for chemical manufacturing, Sayas Fundamental Mehta from Deepak Nitraut",0.0,Neutral
Deepak Nitrite,"EUROPE  PHENOL  prices  also  rising  

Phenol  prices  in  Germany  have  risen  by  USD  70  per  ton",RK0079,2025-02-21 04:12:00,"Europe finol presence also Rising  

Finnol Presence in Germany Heve Risen be Usad 70",0.0,Neutral
Deepak Nitrite,Gujarat  capex  of  14000  crores  will  make  this  company  a  giant...  accumulate  stock  on  dips   for  5  years  &  see  the  magic  from  here....,rizulagg5,2025-02-20 20:23:00,Gujarat Capex of 14000 Crrse will make this company giant ... Aksumuling Stocks for 5 Years & C The Magic from Heer ....,0.0,Neutral
Deepak Nitrite,tmrw  1920  sureshot  deepak....NTR,raju20089116,2025-02-20 19:15:00,Tamarva 1920 Suresat Deepak .... NTR,0.0,Neutral
Deepak Nitrite,Buy  and  hold  for  immediate  target  of  Rs  2250.....,Dewanand,2025-02-20 16:10:00,Buy and Hold for Amidiate Target of Ras 2250 .....,0.0,Neutral
Deepak Nitrite,Jisko  stock  mkt  ka  ABC  nhi  aata....  kuchh  bhi  likh  deta  hai.....  free  ka  forum  hai....  If  this  could  be  paid  service..  hardly  5  percent  would  have  enrolled....,Dewanand,2025-02-20 15:09:00,Jisko Stock Market Ki Abc Nhi Aata .... Kuchh Bhi Likh Deta Hai ..... free ka forum hai .... if this could be paid service .. hardly 5 percent would have enrolled ....,0.5106,Positive
Deepak Nitrite,i  am  holding  since  190  level  year  2018,anilpharma11,2025-02-20 14:34:00,Shri Holding Scens 190 Level Year 2018,0.0,Neutral
Deepak Nitrite,What  happened  to  your  sell  call  this  has  spared  over  2350.  Bhaiya  yeh  toh  bus  shuraat  hai  deepak  is  destined  to  go  to  new  highs  in  2024  just  buy  and  hold  this  gem.,ahuja.12,2025-02-20 14:17:00,What happy to your sell call this has spared over 2350. Bhaiya Yeh Toh Bus Shuraat Hai Deepak is destined to go to go to new high high highs in 2024 just buy and hold this gem.,0.0,Neutral
Deepak Nitrite,Almost  31000  shares  by  promoter  at  1900    is  cheapest  deal....  can  see  2500  soon....,Dewanand,2025-02-20 06:47:00,Almost 31000 Shares B promoter to 1900 this chieftain deal .... Can C 2500 Soon ....,0.2315,Positive
Deepak Nitrite,Heavy  short  covering  this  week  will  lead  the  Deepak  nitrate  stock  to  2200  above,NCB1970,2025-02-19 21:50:00,Heavy short coverings this week will lead Deepak Nitrate Stock to 2200 Aobe,0.0,Neutral
Deepak Nitrite,promoters  continuously  acquiring  Deepak  Nitrite  shares...,rizulagg5,2025-02-19 19:34:00,Promoters Continuous Circling lamp Nitrut Shares ...,0.0,Neutral
Deepak Nitrite,"deepak  ntr  will  touch  1800  brokers  Avging  der  losses  now

chances  to  big  drop  from  here",raju20089116,2025-02-19 12:04:00,"Deepakantra will touch 1800 brokers

Chances then big drop from here",-0.4588,Negative
Deepak Nitrite,Some  prominent  analyst  recommended  for  Rs  2340  by  next  week.,Dewanand,2025-02-19 11:52:00,Sama Prominent Analyst Recomed for Ras 2340B Next Week.,0.4767,Positive
Deepak Nitrite,Today  again  promoters  and  institutions  may  grab  ...,Dewanand,2025-02-19 11:49:00,Today Again Promoters and Institutions My Grab ...,0.0,Neutral
Deepak Nitrite,stock  is  out  of  FandO  ban,kamal20,2025-02-19 09:06:00,Stock this out of fundo become,-0.5574,Negative
Deepak Nitrite,get  ready  for  Rs  2250  .....,Dewanand,2025-02-19 08:56:00,Gate Ready for Ras 2250 .....,0.3612,Positive
Deepak Nitrite,promoters  bought  yesterday  aaj  UC  lagao,PrimeWork,2025-02-19 07:54:00,Promoters Bahaht Yasterday Put that today,0.0,Neutral
Deepak Nitrite,2700  level  is  on  cards.  wait  for  45  days.,sunil2905,2025-02-18 19:00:00,2700 levels this cards.  Wet for 45 days.,0.0,Neutral
Deepak Nitrite,Investor  call  was  very  optimistic.  Management  has  given  positive  guidance  on  Q4  and  Q1FY26.  Stock  will  rebound  and  any  correction  would  be  temporary.  Retailers  pls  dont  sell  single  stock.  hold  it  tight.,CA Manish,2025-02-18 02:03:00,Investor call was very optimistic.  Management has given positive guidance on Q4 and Q1fy26.  Stock will rebound and any correction would be temporary.  Retailers Pls Dont Sell Single Stock.  Hold it tight.,0.7574,Positive
Deepak Nitrite,stock  has  been  retained  in  FandO  ban,kamal20,2025-02-17 23:07:00,Stock Has Bean Rathed in Fundo Bane,-0.5423,Negative
Deepak Nitrite,It  is  going  to  Rs  2250......Jahan  se  niche  aaya  ....  vaapas  ja  rha  hai......,Dewanand,2025-02-17 13:11:00,IT this going to juice 2250 ...... from where he came down .... is going back ……,0.0,Neutral
Deepak Nitrite,"dn  is  investment  sureshot  ,only  long  term  investor  will  benefit  ,  at  present  it  is  a  very  compulsive  buy  ,  buy  now  and  forget  multibagger  returns
not  for  traders  ,  hold  and  forget  -  3000  sureshot",CBI stocks,2025-02-17 10:36:00,"DN is investment sureshot, only long term investment
Not for traders, hold and forget - 3000 sureshot",0.0516,Positive
Deepak Nitrite,today  stock  is  under  FandOban,kamal20,2025-02-17 09:18:00,Today Stock is under fandoban,0.0,Neutral
Deepak Nitrite,Sell  at  these  levels  for  a  target  of  2180-2200.Selling  pressure  seen  at  2300-2320  levels.,karqwee,2025-02-17 09:00:00,Selllte the Levels for Target of 2180-2200. Selling pressure scene 2300-2320 levels.,-0.296,Negative
Deepak Nitrite,"Compared  to  other  chemical  companies  where  profit  has  halved,  deepaks  numbers  are  impressive.  whats  more  imp  is  going  into  q4  new  products  coming  online  which  will  aid  the  figures.  Once  2500  plus  is  sustained  it  will  rocket  to  new  life  highs.  One  of  the  best  plays  in  the  chemical  sector.",ahuja.12,2025-02-17 00:13:00,"Compared to other chemical companies where profit has halved, Deepaks Numbers are impressive.  Whats More Imp is Going INTO Q4 New Products Coming Online which will aid the figures.  Once 2500 Plus is Sustained It Will Rockt to New Life Highs.  One of the best plays in the chemical sector.",0.9081,Positive
Deepak Nitrite,what  will  be  the  impact  of  fno  ban,bullvj,2025-02-16 23:41:00,What will bay the impact of fan bun,-0.5574,Negative
Deepak Nitrite,when  we  see  the  2500  figure  near  future,vin0d1530,2025-02-16 10:55:00,When VC Tha 2500 Figure Near Future,0.0,Neutral
Deepak Nitrite,The  global  chemical  industry  continued  to  witness  adverse  conditions  in  the  third  quarter.,ytin,2025-02-16 09:55:00,The Global Chemical Industry Continoids to the Witness Adverse Conditions in The Third Quarters.,-0.3612,Negative
Deepak Nitrite,"Chemical  is  a  cyclical  Industry.  The  molecules  get  commoditised  over  a  period  of  time  and  hence  margin  reduces.  Hence  from  valuation  point  of  view  anything  in  excess  of  20  PE  is  expensive.  So  all  these  high  prced  Deepak,  Arti,  SRF,  Navin  etc  are  bound  to  correct.  Today  it  is  Deepak  turn  and  tomorrow  another  high  priced  Chemical  stock  .  Better  to  book  profit  at  higher  levels  and  reenter  when  PE  levels  come  to  10  to  15.  In  fact  all  these  companies  were  available  at  PE  10  to  15  only  before  the  rally  started.",Cool Bull,2025-02-16 08:37:00,"Chemical is a cyclic industry.  The molecules get commoditized over a period of time and hence margin reduces.  Hence from Valuation Point of View Anything in Excess of 20 PE is Expected.  So all these high prceded deepak, arti, srf, navin etc. to correct.  Today it is Deepak Turn and Tomorrow Another High Priceed Chemical Stock.  Better to Book Profit at Higher Levels and Reenter when Pe Levels come to 10 to 15. In fact all these companies were available at pe 10 to 15 only only before the rally.",0.7003,Positive
Deepak Nitrite,Dont  buy...  Next  Aarti  industries  hone  wala  hai  yeh....  ????????,ksir,2025-02-16 07:28:00,Don't Buy ... Next Aarti Industries is going to be .... ????????,0.0,Neutral
Deepak Nitrite,Selling  seen  on  higher  levels.  Sell  at  current  levels  for  a  downside  target  of  2180.Sell.,karqwee,2025-02-16 05:43:00,Selling scenes Higher levels.  Celling Current Levels for a Downside Target of 2180. Sell.,-0.25,Negative
Deepak Nitrite,"some  frineds  trap  on  higher  price  and  they  wish  its  rebounce  and  some  those  who  sold  on  higher  price  wish  to  come  down  so  can  add  again.    See  this  share  alrady  well  corrected  in  the  past  but  market  no  reward  if  see  the  bad  results  so  take  care,  i  only  wait  to  below  1820  and  than  start  to  add  in  parts  with  the  reason  if  break  the  1812  than  we  will  see  big  down  fall  so  add  first  part  at  1812  and  keep  money  to  add  next  in  the  9  parts  on  every  dip  of  RS  40  from  1812  means  1782,  1742  ,  keep  follow  to  see  how  to  handle  and  play  safe  in  the  current  market.",therealthirdeye2015,2025-02-15 23:40:00,"Some frneds trap on Higher price and they wish it rebound and some that when those who sold on higher price wish to come down so can add again.    See this share alrady well corrected in the past but market no reward if see the bad results so take care, I only wait to below 1820 and than start to add in parts with the reason if the reason if brel is made First part at 1812 and keep money to add next in the 9 parts on every Dip of Rs 40 from 1812 means 1782, 1742, keep follow to see how to handle and play safe in the current market.",0.9262,Positive
Deepak Nitrite,only  sell  sell  sell  sell  sell,patelbhai757,2025-02-15 16:42:00,Only cell cell cell cell cell cell,0.0,Neutral
Deepak Nitrite,production  very  low  Hyderabad  plant,chiruramky,2025-02-15 09:43:00,Production Vary Low Hyderabad Plant,-0.3384,Negative
Deepak Nitrite,kitna  bhi  buy  karlo  jana  to  neechay  hi  hai  ......nirmala  ke  tax  cut  se  GDP  boost  nhi  honay  waali  ......,ThefabulousPenguin,2025-02-15 09:25:00,"No matter how much you go down, it is only below …… GDP will not be boosted due to Nirmala's tax cut ……",0.1531,Positive
Deepak Nitrite,Net  Sales  at  Rs  crore  in  December  2023  down  17.54%  from  Rs.  crore  in  December  2022.  Sell  at  cmp  as  selling  pressure  is  highly  probable  today  with  a  downside  target  of  2180.,karqwee,2025-02-15 03:58:00,Net sales at rs crore in December 2023 down 17.54% from Rs.  Crore in December 2022.,-0.4939,Negative
Deepak Nitrite,lol  this  garbage  is  still  at  these   the  long  term  investors  are  having  a  good  time...I  do  remember  some  few  clowns  names  in  this  forum,yjh,2025-02-15 01:34:00,Lol This Garbage is Still the Long Term Investors Are Having a Good Time ... Sri Do Remembar Sam Fu Clons Names in this forum,0.6908,Positive
Deepak Nitrite,"Deepak  Nitrite  December  2023  (Quarterly)  Income  at  Rs  2,009  crore  vs  Rs  1,991  crore  YoY.  PAT  at  Rs  202  crore  vs  Rs  209  crore  YoY",JP_Morgan,2025-02-15 00:31:00,"Deepak Nitrarat December 2023 (Quarterly) Income: 2,009 crore year juice 1,991 crore yoy.  Pattat juice 202 crore year juice 209 million yoy",0.0,Neutral
Deepak Nitrite,any    update  about  promoter  buying  today   promoter  not  buying,ChachaChaudhary,2025-02-14 20:32:00,Other update About Promoter Bing Today Promoter Not Bing,0.0,Neutral
Deepak Nitrite,"as  per  derivative  market  Data,  it  will  go  down  to    min  1800  level...
happy  trading.",Sammy21,2025-02-14 18:11:00,"As Para Dairytive Market Data, IT Will Go Down to 1800 Level ...
Happy Trading.",0.5719,Positive
Deepak Nitrite,atleast  now  people  will  understand  that  promoter  buying  is  not  always  positive  it  can  be  a  trap  also,ChachaChaudhary,2025-02-14 14:34:00,Promoter Bing under Atlest Now Peepal Will Understand,-0.6398,Negative
Deepak Nitrite,dont  panic  buy  or  hold  deepak  ntc  cmp  1900  this  month  target  2100  sl  1850,alightindia,2025-02-14 13:34:00,Don't Panic Buy and Hold lamp NTC Comp 1900 This Month Target 2100 Sal 1850,0.4023,Positive
Deepak Nitrite,Get  to  ready  to  buy  deepaknitrite  right  now  1890  immediately  100  quantityexit  in  1910,raja114,2025-02-14 12:53:00,Gate to ready to Buy Deepakneet Right Now 1890 Imadiatally 100 Quantityasit in 1910,0.3612,Positive
Deepak Nitrite,Buy  Deepak  nitrate  above  1922  for  tgt  of  2000  to  2050  with  sl  of  1870,Sunil_Kumar,2025-02-14 12:52:00,Buy Deepak Nitrate Abowe 1922 for Tagat of 2000 and 2050 with Slt of 1870,0.0,Neutral
Deepak Nitrite,"Deepak  Nitrite  Q3  consolidated  profit  plunges  51.5prcnt,  revenue  declines  5.3prcnt

1  Profit  plunges  51.5prcnt  to  Rs  98.1  crore  Vs  Rs  202  crore,  YoY

2  Revenue  declines  5.3prcnt  to  Rs  1,903.4  crore  Vs  Rs  2,009.2  crore,  YoY",kamal20,2025-02-14 12:17:00,"Deepak Nitrite Q3 Consolidated Profit Plunges 51.5PRCNT, Revenue Declines 5.3PRCNT

1 Profit Plunges 51.5PRCNT to Rs 98.1 Crore vs Rs 202 Crore, Yoy

2 Revenue Declines 5.3PRCNT to Rs 1,903.4 Crore vs Rs 2,009.2 Crore, Yoy",0.7003,Positive
Deepak Nitrite,allow  me  to  laugh  again   promoter  buy  more  stake,ThefabulousPenguin,2025-02-14 12:09:00,"In Allov, Laugh Again Promoter Buy More Satake",0.6705,Positive
Deepak Nitrite,buy  intraday  btst  deepak  ntr  Target  will  be  2100  to  2350  friends  its  just  manipulation  nothing  is  worried  in  this  blue  chip  stocks,ovi04vahora,2025-02-14 11:47:00,Buy Intrade Basast Deepak Dantra Target Will Bay 2100 to 2350 Friends It's Just Manipulation Nathing This Warid in This Blue Chip Stocks,0.4191,Positive
Deepak Nitrite,"Friends  NSE,Deepak  nitrite  management  and  Research  analysts  Mr  S  Jigar  Patel  combined  efforts  manipulated  stock  price  from  4th  February  onwards  after  buy  recommendation  published  in  Money  control.  
on  13th  February  also    buy  recommendation  was  given  I  ET  swadesh  for  target  of  2350.
in  option  chain  NSE  is  manipulating  Theoretical  value  of  option  by  using  fake  Black  scholes  pricing  model.  I  need  your  support  to  expose  NSE  act  of  Manipulation  based  on  Money  control,  ET,Economics  time   than  90  percent  retail  investors  are  cheated  in  option  trade  by  NSE.  
please  support  me  ,I  need  your  support.  my  email  ID  is  Motivatorsglobal  at  email.  com",Tri239,2025-02-14 11:34:00,"Friends Nse, Deepak Nitrite Management and Research Analysts Mr S Jigar Patel Combined Efforts Manipulated Stock Price from 4th February Onards AFTER BUY REWARCE AFTER BUY REARCEMMENDATION PUBLIEDATION PUBLIEDATION.  
On 13th February also also buy recommendation was given I Et Swadesh for Target of 2350.
In option chain nse is manipulating theoretical value of option by using fake black scholes pricing model.  I need your support to expert nse act of manipulation based on money control, ET, Economics Time Than 90 Percent Retail Investors are collected in Option Trade by nse.  
Please support me, i need your support.  My email id is motivatorsglobal at email.  com",0.1531,Positive
Deepak Nitrite,best  for  long  term  Paragon  Fine  speciality,dhonu1,2025-02-14 11:27:00,Best for Long Term Paragn Fine Specialty,0.7184,Positive
Deepak Nitrite,"stock  will  touch  1600,today  lower  circuit",stock_trader2025,2025-02-14 11:16:00,"Stock Will Touch 1600, Today Lower Circuit",-0.296,Negative
Deepak Nitrite,sabki  lagne  vali   300  percent  gaya  tha  opar  .200  percent  to  girna  hi  chahiye,investor_baba,2025-02-14 11:09:00,Everyone's 300 percent had gone up. 200 percent should fall.,0.0,Neutral
Deepak Nitrite,please  keep  in  mind  when  script  will  trade  above  at  average  price  it  can  hít  2100-  2150  today  or  tomorrow,subashsingh,2025-02-14 10:23:00,Please keep in mind when script will trade Above at Average Price It Can Hít 2100- 2150 Today or Tomorrow,0.3182,Positive
Deepak Nitrite,"The  market  does  not  work  on  the  basis  of  profit  or  loss.  Take  2  examples.  Lupin  showed  unexpected  profits  and  DeepakNtr  showed  negative.  Now  both  are  going  down.  Its  all  about  sentiments  of  the  market.  See  the  opportunity  and  invest  now.  Deepak,  Lupin,  escorts,  syngene,  hindcopper,  cdsl  and  there  are  many  more  at  discounted  prices.",ShamanResearch,2025-02-14 10:11:00,"The market does not work on the Basis of Profit or Loss.  Take 2 examples.  Lupin Showed Unexpected Profits and Deepakntr Showed Negative.  Now both is going down.  Its all about sentiments of the market.  See the Opportunity and Invest Now.  Deepak, Lupin, Escorts, Syngene, Hindcopper, CDSL and There are many more at discounted prices.",0.4728,Positive
Deepak Nitrite,now  you  can  buy  deepak  nitrates  with  out  fear  it  can  close  above  2100  at  EOD,subashsingh,2025-02-14 10:10:00,Now you can Buy Deepak Nitrates with Out Fear It Cane Close Abowe,-0.4939,Negative
Deepak Nitrite,keep  tracking  for  sharp  recovery.  The  result  was  expected  bad  due  to  demand  fall  and  high  raw  material  prices.,ShamanResearch,2025-02-14 10:03:00,Keep Tracking for Sharp Recovery.  The results were expected to have a demand fall and high raw material princess.,-0.6124,Negative
Deepak Nitrite,"Happy  Guys,  hope  you  all  have  booked  good  gains  in  Deepak  Nitrite.  Have  a  profitable  day  ahead.",neha_0103,2025-02-14 09:57:00,"Happy Gyce, Hope You All Havel Buaked Good Gains in Lamp Nitraat.  Heave Profatible Day Ahde.",0.93,Positive
Deepak Nitrite,exist  exist  e  exist  exist,ddg1966,2025-02-14 09:51:00,Exist Exist E Exist Exist,0.0,Neutral
Deepak Nitrite,"Deepak  Nitrite  shares  hit  10prcnt  lower  circuit  as  weak  Q3  earnings  dampen  sentiment.

EBITDA  tumbled  44.7  percent  to  Rs  168.5  crore  from  Rs  304.6  crore,  impacted  by  higher  input  costs  and  lower  realizations.

Deepak  Nitrites  operating  margins  shrank  to  8.9  percent  from  15.2  percent  in  the  year-ago  quarter,  highlighting  cost  pressures  and  weaker  pricing  power.",kamal20,2025-02-14 09:49:00,"Deepak Nitrite Shares Hit 10PRCNT Lower Circuit as Weak Q3 Earnings Dampen Sentiments.

Ebitda Tumbled 44.7 Percent to Rs 168.5 Crore from Rs 304.6 Crore, impacted by Higher Input Costs and Lower Realizations.

Deepak Nitrites operating Margins Shrank to 8.9 Percent from 15.2 Percent in the Year -Go Quarter, Highlighting Cost Pressures and Weaker Pricing Power.",-0.8519,Negative
Deepak Nitrite,"Guys  watch  out  Deepak  Nitrite  above  2251,  cash  levels  keeping  happy  sl  in  mind.  Thanks.",neha_0103,2025-02-14 09:31:00,"Gyce Watch Out Deepak Nitrarat Aobe 2251, Cash Levels Keeping Happy Sal in Dull.  Thanks.",0.765,Positive
Deepak Nitrite,What  can  i  do  now  i  m  holding  the  2400  ce  at  80    plzzz  suggest,rohan890,2025-02-14 09:17:00,What can be held in two Nahi's 2400 Plazaz Suggest of 2400,0.0,Neutral
Deepak Nitrite,dont  worry  promoter  will  buy  more  stake  lol,ThefabulousPenguin,2025-02-14 09:05:00,Don't Vorree Promoter Will Buy More Catke Lol,0.6688,Positive
Deepak Nitrite,"future  trajectory  of  Deepak  Nitrite  stock  will  be  dependent  upon,  how  fast  the  revenue  doubles  from   stable  margins  at  15-17%",rizulagg5,2025-02-14 06:55:00,"Future Tribjctori of Deepak Nitrut Stock Will Bay Dependent Apon, How Fast The Revenue Doubles from Stable Margins 15-17%",0.296,Positive
Deepak Nitrite,"I  am  holding  this  scrip  since  April  2021  ,  Almost  3  years  which  has  been  like  a  roller  coaster  ride  .  No  regrets",RK0079,2025-02-14 06:06:00,"Shri Am Holding This Scrip Scenes April 2021, Almost 3 Years Which Hass Roller Coaster Ride.  No Rogrates",-0.296,Negative
Deepak Nitrite,Some  long  term  investors  of  DN  in  this  forum  were  talking  about  holding  this  scrip  for  10  to  15    years  to  create  generational  wealth  .  Stock  2  years  chala  nahi  sab  bhaage  shares  bech  ke  ..  ahahah  ..,RK0079,2025-02-14 06:05:00,Some long term investors of dn in this forum was talking about holding this scrip for 10 to 15 years to create generational wealth.  Stock 2 Years Chala Nahi Sab Bhage Shares Bech Ke .. AHAHH ..,0.7579,Positive
Deepak Nitrite,Results  are  good  .  Other  chemical  companies  like  SRF  etc  have  show  50  percentage  decline  in  revenue  and  margins  .  DN  on  the  other  hand  is  maintaining  its  business  is  a  very  decent  way  .,RK0079,2025-02-14 06:02:00,Results are good.  Other Chemical Companies like srf etc have show 50 percenant decline in revelation and margins.  DN on the other hand is maintaining its business is a very devant way.,0.8225,Positive
Deepak Nitrite,Results  doesnt  matter.Start  booking  profits  in  your  portfolio  because  party  is  over  for  bulls,believe_me_2015,2025-02-13 23:25:00,Results Door Matte. Start Booking Profits in Your Portfolio Bikoz Party this over for bulls,0.0757,Positive
Deepak Nitrite,Mkt  will  open  down  people  will  short  in  the  morning.  Concall  in  a  few  days  then  will  be  back  again.  Next  quarter  onwards  we  can  see  big  jump  as  new  production  lines  come  on  stream.  Future  is  bright  no  doubt.,ahuja.12,2025-02-13 23:24:00,Mkt will open pople will short in the morning.  Concall in a less days then will be back lead.  Next Quarter Onwards We Can See Big Jump as New Production Lines come on Stream.  Future is bright no doubt.,-0.2023,Negative
Deepak Nitrite,why  promoter  was  buying  to  trap  retailers   put  wrong  estimates  7  rupees  eps  this  qtr    half  of  what  was  yoy........  28  ruppees  fwd  earnings  stock  is  too  expensive  500-1000  will  be  my   ....earlier  was  1500  but  promoter  keep  fooling  retail  investor,ThefabulousPenguin,2025-02-13 21:58:00,Why promoter was buying to trap retailers put wrong Estimates 7 Rupees Eps This Qtr Half of What was yoy ........ 28 ruppees fwd earnings stock is stocker is too expensive 500-1000 worry Promoter Keep Fooling Retail Investor,-0.7391,Negative
Deepak Nitrite,most  of  probably  stock  is  opening  2-3%  down  and  spike  recovery  not  possible  chemical  stock  disappointing  numbers.,rv8866,2025-02-13 21:41:00,Most of Probly Stock this opening 2-3% Down and Spike Recovery Not Posible Chemical Stock Disappoing Numbers.,-0.4939,Negative
