Stock,Comment,Commented By,Timestamp,Translated_Text,Sentiment_Score,Sentiment_Label
SRF,economy  is  weak  why  people  buying  srf    doesnt  make  any  sense  .....,ChachaChaudhary,2025-03-10 12:21:00,Economy is week whiye Peepal Bing Surf Doescent Make Aye Sense .....,-0.4404,Negative
SRF,"srf  march  fut  high  2940  from  2855,  achieved  1st  target  with  85  points  ,  small  lot  trader  booked  full  profit,  more  lot  trader  book  half  profit  remain  hold  with  sl  ctc  for  second  target",SRINIVASA HYD,2025-03-07 10:35:00,"SRF March Fut High 2940 From 2940 from 2855, Achieved 1st Target with 85 Points, Small Lot Trader Bookd Full Profit, More Lot Trader Book Half Profit Remain Hold with Sl CTC for SECTC FOR SECOND TARGET",0.7003,Positive
SRF,IMHO  those  holding  for  short  term  should  book  some  profit  here.  Stock  is  up  based  on  shortage  and  consequent  high  spot  prices  of  refrigerant  gas.  These  will  moderate  as  supply  comes  in.  See  the  recent  jump.,harriharri,2025-03-06 18:29:00,Imho that Holding for Short Term Should Book Some Profit Here.  Stock is up based on shortage and consorte high spot prices of refrigerant gas.  These will moderate as supply come in.  See the recent jump.,0.2263,Positive
SRF,only  option  sellers  in  benefit  all  others  in  loss...,goyalmunish,2025-03-06 14:44:00,Only option sellers in benefits all Other in Loos ...,0.4588,Positive
SRF,"SRF  March  Fut  Blasted  2893  Buy  From  2855,  Up  By  38  Points,  Safe  Traders  Keep  Booking  Some  Profits,  More  Lot  Trader  Hold  Your  Position  For  Provided  Target",SRINIVASA HYD,2025-03-05 12:56:00,"SRF March Fut Blasted 2893 Buy from 2855, Up by 38 Points, Safe Traders Keep Booking Someits, More Lot Trader Hold your position for provided target",0.7003,Positive
SRF,Buy  SRF  March  Fut  Cmp  2855  SL  2816  Tgt  2920  and  2990,SRINIVASA HYD,2025-03-05 10:02:00,Buy Surf March Foot Compan 2855 Sal 2816,0.0,Neutral
SRF,good  returns   profit  and   enter  at  much  lower  price  less  than  2500...  steep  fall  anytime  in  next  one  month  possible...,goyalmunish,2025-03-04 11:02:00,Good Returns Profit and Enter Lower Price Lesses Than 2500 ... Step Fall Monthly In Next.,0.5574,Positive
SRF,degrowth  in  revenue  in  the  last  few   its  up...  is  it  manipulative  upside  or  really  buying  strength...,goyalmunish,2025-03-03 15:17:00,Dagrauth in Revenue in the Last Fu Its Up ...,0.0,Neutral
SRF,Sell  SRF  March  Fut  Cmp  2785  SL  2825  Tgt  2715  and  2625,SRINIVASA HYD,2025-03-03 10:10:00,Selll Surf March Foot Kamp 2785 Sal 2825 2715 & 2625,0.0,Neutral
SRF,"When  all  shares  with  high  PE  are  being  hammered  mercilessly,  it  is  strange  that  brokerages  are  giving  higher  price  target  when  SRF  is  at  already  70  plus  PE  levels.  Jefferes  target  appears  reasonable.  Otherwise  all  these  brokerages  gave  higher  targets  and  made  retailers  buy    and  enabled  FII  dumping.  This  will  happen  in  SRF  also  but  timing  will  be  theirs.",Cool Bull,2025-02-28 12:17:00,"When all shares with high pe are being Hammered mercilessly, it is strange that brokers are giving higher price target when srf is at already 7 plus pe levels.  Jefferes target appears Reasonable.  Otherwise all these brokerage gave higher targets and made retailers buy and enabled fii dumping.  This will Haappen in srf also but timing will be theirs.",0.0644,Positive
SRF,SRF  very  bullish  tomorrow  target  is  3050,maderchod,2025-02-27 22:33:00,Surf Vary Bulish Tumaro Target this 3050,0.0,Neutral
SRF,SRF  Shares  gained  roughly  3prcnt  on  robust  brokerage  reports  forecasting  a  strong  outlook  for  its  fluorochemicals  and  specialty  chemicals  segments.  The  firm  stated  that  the  worst  was  over  for  all  of  its  segments.,kamal20,2025-02-27 17:18:00,SRF Shares Gained Roughly 3PRCNT on Robust Brokerage Reports Forecasting a Strong Outlook for its fluorochemicals and specialty chemicals segments.  The firm stated that thewst was over for all of its segments.,0.6597,Positive
SRF,"Yeah,  right  now  JM  financial  gave  a  target  of  3250",CFO_AM,2025-02-27 14:38:00,"Yeh, Right Now Jen Financial Gave Target of 3250",0.296,Positive
SRF,Everything  is  fine.  The  secret  of  SRF  high  price  sustainability  is  derivatives.  With  SEBI  proposing  to  tighten  norms  by  linking  to  cash  market  volumes  disaster  ahead.  Navin  florine  has  gone  down  this  settlement  because  of  discontinuity  in  derivatives  market.,Cool Bull,2025-02-25 12:29:00,Everything is fin.  The secret of srf high price sustainability is derivatives.  With sebi proposing to tighten norms by linking to cash market volumes disaster ahead.  Navin florine has gone down this settlement because of discontinuity in derivatives market.,-0.5106,Negative
SRF,"The  company  has  commissioned  the  remaining  part  of  the  fluorocarbon  refrigerant  gas  capacity  expansion  project  at  Dahej  on  February  21,  at  an  aggregate  cost  of  Rs  361  crore.  In  July  2021,  the  board  had  approved  a  project  for  expanding  fluorocarbon  refrigerant  gas  capacity,  with  backward  integration  into  a  key  raw  material  at  Dahej.  A  part  of  the  project  was  commissioned  and  capitalized  in  December  2023,  at  an  aggregate  cost  of  Rs  317  crore.",kamal20,2025-02-24 08:49:00,"The company has commissioned the remaining part of the fluorocarbon refrigerant gas capacity expansion project at dahej on February 21, at an agregate cost of Rs 361.  In July 2021, The Board had approved a project for expanding fluorocarbon refrigerant gas capacity, with backward integration into a key raw material at dahej.  A part of the project was commissioned and capitalized in December 2023, at an aggregate cost of Rs 317 Crore.",0.4215,Positive
SRF,hello  sir  how  you  told  SRF  is  going  to  2900k  market  is  going  down  every  day  and  srf  move  one  step  fornt  and  back  three  step  how  you  guess  sir.  any  news,85raj,2025-02-22 06:47:00,Hello sir how you told srf is going to 2900k market is going down every day and srf move one step for and back three step how you goes sir.  any news,0.0,Neutral
SRF,PHir  milega  2640  pe  ye  share,Vickk50,2025-02-21 20:48:00,Then you will get this shares on 2640,0.296,Positive
SRF,"Good  play  bhai,  i  can  recall  your  call  on  shorting  SRF  few  days  ago  and  now  you  are  long  and  making  profits  on  both  ends.  Awesome  job.",MWN,2025-02-20 16:21:00,"Good Play Bhai, E Cain Recall Your Calls Shorting Surf Fue Days Ego and Now You Are Long and Making Profits on Both Ends.  Avesme job.",0.9062,Positive
SRF,High  vlauation.  Chemical  Industry  margins  are  not  stable  as  commoditisation  is    common  problem  here.  Hence  more  than  20  PE  is  not  advisable.  This  is  my  opinion  only  and  not  investment  advise.  -  My  target  for  SRF  is  Rs  No  target  for  the  long  term  with  a  stoploss  of  Rs  No  Stop  loss,Cool Bull,2025-02-16 04:11:00,High Vlaation.  Chemical Industry Margins are not Stable as Commodity is Common Problem Here.  Hence more than 20 pe is not advisable.  This is my opinion only and not investment advise.  - My target for srf is no target for the long term with a stoploss of Rs no stop loss,-0.8882,Negative
SRF,This  Forum  is  for  discussion  and  I  post  messages  for  discussion  and  not  for  investment  advise.  I  am  only  highlighting  certain  factors  which  are  relevant.  I  do  not  give  any  one  investment  advice.  Also  I  do  not  require  your  advise  whether  to  invest  or  not.  I  am  only  expressing  my  opinion  as  I  find  current  price  exorbitant  compared  to  its  earning  potential.,Cool Bull,2025-02-16 03:59:00,This forum is for discussion and I post messages for discusation and not for investment advise.  I am only highlighting certain factors which are relevant.  I do not give any one investment advice.  Also i do not require your advise whether to invest or not.  I am only expressing my opinion as I find current price exorbitant compared to its earing potential.,0.2732,Positive
SRF,why  did  this  climb  up  over  the  past  one  month  when  the  entire  market  was  battered,blackhawkeye,2025-02-15 09:15:00,Why did this climb over the past,0.0,Neutral
SRF,"So  dont  invest,  ig  investors  here  are  educated  enough  to  do  their  own  research",CFO_AM,2025-02-14 12:49:00,"So don't invest, gig investors are hers",0.0,Neutral
SRF,"Saw  Deepak  nitrite  results.  horrible.  This  is  the  problem  with  Chemical  Industry.  While  the  outlook  for  SRF  and  Navin  are  bright  in  the  short  term,  medium  to  long  term  margins  will  get  moderated.  Hence  pE  of  70,  80  are  not  sustainable.",Cool Bull,2025-02-14 10:19:00,"Saw Deepak Nitrite Results.  Hrrible.  This is the problem with chemical industry.  While the outlook for srf and navin are bright in the short term, medium to long term margins will get moderated.  Hence pe of 70, 80 are not sustainable.",-0.5106,Negative
SRF,Jan  future  kab  ka  ho  geya  bhai.  Feb  future  hai.  Just  kidding,Allwaysinswag_1981,2025-02-13 15:56:00,When has Jan Future became brother.  Fab is a future.  Just kids,0.1027,Positive
SRF,"This  should  blast  now,  breakout  and  retest  done.",MWN,2025-02-11 19:49:00,"This Shud Blast Now, Breakout and Retests Done.",0.0,Neutral
SRF,today  srf  may  move  towards  3000  If  market  supports  mark  it,kikuh,2025-02-10 11:18:00,Today Surf My Move Towards 3000,0.3612,Positive
SRF,pl  improve  your  knowledge  of   fellow,rp315,2025-02-10 11:02:00,Mall Improve Your Knowledge of Fellow,0.4404,Positive
SRF,Monday  target  2600.  No  tariff  on  china,drramesh29,2025-02-09 11:25:00,Mande Target 2600.,-0.296,Negative
SRF,Monday  target  please,hahahshs,2025-02-09 06:13:00,Mande target please,0.3182,Positive
SRF,ro  day  it  will  be  up  by  -200  ₹,tech_54,2025-02-06 12:23:00,ro day it will be up by -00 ₹,0.0,Neutral
SRF,"UPL,  SRF,MandM,  among  others  hit  52-week  high

UPL,  SRF,MandM,  among  others  hit  52-week  high",kamal20,2025-02-04 17:06:00,"Upal, Surf, Madam, Amang Other's Hit 52-Veek High

Upal, Surf, Madam, Amang Other's Hit 52-Veek High",0.0,Neutral
SRF,kama  holding  holds  50percent  of  srf  trading  at  85  percent  discount  soon  gonna  boom,bhaveshbafna33,2025-02-04 13:29:00,Kamai Holding Holds 50 Parent of Surf Trading,0.0,Neutral
SRF,they  wont  book  profits  before  3100-3200,CFO_AM,2025-02-04 11:31:00,They Wont Book Profits Bifor 3100-3200,-0.3412,Negative
SRF,breakout  junkies  not  booking  profit  yet,ThefabulousPenguin,2025-02-04 10:55:00,Breakout Junkis Not Booking Profit Yet,-0.3412,Negative
SRF,trump  pausing  tariffs  on  Canada  and  Mexico  and  will  talk  xi  today    so  should  pause  tariff  on  china  also   happens  2700  will  come,ChachaChaudhary,2025-02-04 09:27:00,Trump Possing Ors Canada and Mexico and Will Talk Xi Today So Shud Pose Tarifs China Alceo Happens 2700 Will,0.0,Neutral
SRF,news  channel  ke  hisab  se  mat  le  Lena,AGS1976,2025-02-04 09:09:00,Do not take up by news channel,0.0,Neutral
SRF,khatam  ho  gayi  tariff  war  puri  rally  fail  ho  jayegi  ab,ChachaChaudhary,2025-02-04 08:05:00,"The tariff war is over, the entire rally will spread now",-0.8126,Negative
SRF,buy  srf  for  target  6000  moving  towards  6000,anibillon,2025-02-04 00:20:00,Buy Surf for Target 6000 Moving Towards 6000,0.0,Neutral
SRF,"Bajaj  Finance,  SRF,  Eicher  Motors  among  stocks  hit  52-week  high

Bajaj  Finance,  SRF,  Eicher  Motors  among  stocks  hit  52-week  high",kamal20,2025-02-03 18:02:00,"Bajaj Finance, Surf, Achher Motors Amang Stocks Hit 52-Veek High

Bajaj Finance, Surf, Achher Motors Amang Stocks Hit 52-Veek High",0.0,Neutral
SRF,as  said  earlier  srf  up  by  80   the   to  come,srini_varun,2025-02-03 09:31:00,"As Side Aircrafts were surf boupe B80, many were",0.0,Neutral
SRF,"SRF  keeps  grinding  higher,    keep  holding  longs,  there  is  lot  more  upside",sk9,2025-02-03 09:29:00,"Surf Keeps Grinding Higher, Keep Holding Langs, Tere Is Lot More Upasid",0.0,Neutral
SRF,today  srf  will  be  up  by  80-100  rupees,srini_varun,2025-02-03 06:56:00,Today Surf Will Bupe B80-100 Rupis,0.0,Neutral
SRF,"Nuvama  keeps  buy  rating  on  SRF,  target  at  Rs  2,929",kamal20,2025-01-31 17:03:00,"Navam Keeps Buy Rating Surf, Target Ras 2,929",0.0,Neutral
SRF,you  payvheavy  for  encouraging  audio  commentry,tech_54,2025-01-31 14:08:00,You Payavaye for Sykuraging Audio Commentary,0.5267,Positive
SRF,"2850  done  in  srf,  there  is  lot  more  upside  in  this  counter  in  comng  months",sk9,2025-01-31 13:18:00,"2850 in two in surf, tere this lot More subcade in this counter in kang monthus",0.0,Neutral
SRF,buy  for  3500  in  srf  very  soon,anibillon,2025-01-31 00:03:00,Buy for 3500 in Surf Vary Sun,0.0,Neutral
SRF,"The  Earning  Call  Session  today  for  SRF  is  very  encouraging  .  The  Audio  for  the  same  is  also  available  on  BSE.  SRF  Announcement,  Q4FY25  as  well  as  FY26  will  be  very  impressive.",AMISA,2025-01-30 22:43:00,"The earning call session today for srf is very encouraging.  The audio for the same is also available on bse.  SRF Announcement, Q4FY25 as well as fy26 will be very impressive.",0.855,Positive
SRF,operator    Behind  this    sale  and  book  handsum    profits,akb1951,2025-01-30 21:23:00,Operator Behind This Sale and Book Handsome Profits,0.4404,Positive
SRF,expect  the  stock  to  hit  3000  very  shortly..,srini_varun,2025-01-30 21:22:00,Expect was stock so hit 3000 varier shortlay ..,0.0,Neutral
SRF,FOR  SRF  SJY  IS  THE  LUMITT  HIGHEST  PROFIT  NSKING  CO.,tech_54,2025-01-30 21:20:00,For Surf Sajya this was Lumitta Higeest Profit Nasking.,0.4404,Positive
SRF,SRF  shares  have  surged  nearly  25  percent  in  the  last  one  month.,kamal20,2025-01-30 18:01:00,Surf Shares Haave Surgeed has done 25 percent in the last one month.,0.296,Positive
SRF,"SRF  shares  surge  4prcnt  to  52-week  high  after  upbeat  management  outlook

SRF  anticipates  a  stronger  Q4,  driven  by  improved  demand  across  its  specialty  chemicals,  fluorochemicals,  and  agrochemicals  segments.",kamal20,2025-01-30 18:01:00,"SRF Shares Surge 4PRCNT to 52-wheek high after upbeat management utlook

SRF anticipates a stronger Q4, Driven by Improved Demand Across its specialty chemicals, fluorochemicals, and agrochemicals segments.",0.7506,Positive
SRF,SRF  shares  at  28-month  high  as  Q3  consolidated  profit  up  7prcnt,kamal20,2025-01-30 17:04:00,Surf stocks 28-month high-centers of 3 consolidated profit by 7 percat,0.6249,Positive
SRF,Good  results  posted  and  no  wonder  price  and  volume  breakout  has  happened  in  SRF.,neha_0103,2025-01-30 15:13:00,Good Results Posted and Nine Wonder Price and Volume Breakout is Happanede in Surf.,0.1779,Positive
SRF,go  long  only  dont  short  exit  all  shorts,ChachaChaudhary,2025-01-30 15:01:00,Joe Long only donated short exit all shorts,0.0,Neutral
SRF,ye  abhi  nhi  girega  isnay  short  trap  kaliya  hai   girega  to  kalyan  karega,ChachaChaudhary,2025-01-30 14:59:00,"It will not fall yet, it has a short trap Kaliya, if it falls, then Kalyan will do",-0.3182,Negative
SRF,short  karke  trap  ho  gaye  ho  lagata  hai,viv97in,2025-01-30 14:33:00,Looks at the trap by shortening,-0.3182,Negative
SRF,"deepak  ntr  ,srf  ,navin  fluorine  are  one  of  the  most  manipulated  stocks  even  more  than  kalyan  jewellers  and  pcjewellers",ThefabulousPenguin,2025-01-30 14:28:00,"Deepak Dantra, Surf, Navin Flornin are the Most Manipulted Stocks Eve Tahan Kalyan Javellelers & Pakzevellers",-0.4391,Negative
SRF,kalyan  jewellers  hai  ye  next,ChachaChaudhary,2025-01-30 14:24:00,Kalyan Javellers is this next,0.0,Neutral
SRF,algorithms  saving  the  price  by  manipulating  the  market  depth  .....    its  all  fake  rally,ChachaChaudhary,2025-01-30 13:56:00,Algorithms savings were priced by manipulating market depth ..... It's all fake rally,-0.6808,Negative
SRF,nifty  should  correct  now  too  much  optimism  srf  moving  up  on  poor  margins,ChachaChaudhary,2025-01-30 13:46:00,Nifty Shood Correct Now to Mach Optimism Surf Moving Phoopon Pur Margins,0.4767,Positive
SRF,enjoyying  the  rally  nice  indeed,Trade_Wise,2025-01-30 13:45:00,Enjoying the rally,0.4215,Positive
SRF,as  said  earlier  srf  now  100  points   on  for  mega  rally...,srini_varun,2025-01-30 13:13:00,"As Side Aerler Surf Now 100 Points, For Mega Rally ...",0.0,Neutral
SRF,"appears  like  breakout  has  not  happened,better  to  shift  to  other  stocks  as  market  in  green    with  wide  options",Trade_Wise,2025-01-30 10:46:00,"Applers Written Breakout Has not Happanede, Better to Shift to other stocks, market in green with wide options",0.3612,Positive
SRF,2700  breakout  has  been  rejected  ....2500  is  support  now,ChachaChaudhary,2025-01-30 10:23:00,2700 breakout husband bin rejected .... 2500 is support now,-0.1531,Negative
SRF,it  should  go  down  2-3  percent  today  the  pole  of  the  flag  made  on  usa  news  was  fake,ChachaChaudhary,2025-01-30 10:21:00,It Shud Jo Down 2-3 percent Today The Pole of The Flag Made,-0.4767,Negative
SRF,"It  has  not  ranked  during  this  market  correction,now  with  good  results  and  global  shortage  of  refrigerant  gas,it  should  touch  new  highs,wait  for  concall  update  today",Trade_Wise,2025-01-30 09:54:00,"It has not ranked during this market correction, now with good results and global shortage of refrigerant gas, it should touch new highs, wait for confedate today",0.2263,Positive
SRF,jab  results  retailers  bol  rhay  thay  kharab  hai  last  quarter  it  went  up  this  time  retailers  are  saying  results  are  good  but  margin  pressure  is  there  so  it  should  tank,ChachaChaudhary,2025-01-30 09:36:00,Jab Results Retailers Bol Rhay THAY KHARAB HAI LAST Quarter It Went Up This Time Retailers are Saying Results are Good but Margin Pressure is there so it should be tank,-0.2144,Negative
SRF,charts  might  be  showing  breakout  but  it  is  biggest  trap  for  bulls,ChachaChaudhary,2025-01-30 09:31:00,Charts Mighat Bay showing breakout,-0.4497,Negative
SRF,"SRF  Q3  Consolidated  YoY

Profit  rises  7prcnt  to  Rs  271.1  crore  Vs  Rs  253.4  crore

Revenue  grows  14.4prcnt  to  Rs  3,491.3  crore  Vs  Rs  3,053  crore",kamal20,2025-01-30 08:57:00,"Srf Q3 consolidated yoy

Profit Rises 7prCnt to Rs 271.1 Crore vs Rs 253.4 Crore

Revenue Grows 14.4PRCNT to Rs 3,491.3 Crore vs Rs 3,053 Crore",0.4404,Positive
SRF,270  crore  profit  and  the  company  is  valued  at  80k  crore.,ashhishh,2025-01-29 23:38:00,270 crore profit and the company this valued 80 million crores.,0.7003,Positive
SRF,tomorrow  srf  is  down  minimum  200,drramesh29,2025-01-29 22:15:00,Tumaro surf is down minimum 200,0.0,Neutral
SRF,tomorrow  target  2511    then  2469,oandit,2025-01-29 19:33:00,Tumaro Target 2511 was 2469,0.0,Neutral
SRF,"SRF  Q3  net  profit  up  7prcnt  at  Rs  271  crore  Vs  Rs  253.4  crore,  YoY",kamal20,2025-01-29 17:12:00,"Surf's 3 NET Profit Sub 7 Perknuts Ras 271 Crore Vs 253.4 Crore, Yoy",0.4404,Positive
SRF,"Revenue  up  14  pc  and  PAT  up  7pc  in  the  period  lf  slow  down,excellent  results,  coolant  gas  deand  surges  globally  resulting  in  uptick  ot  gas  prices  by  200pc  as  per  news  recently.All  these  augurs  well  for  SRF  in  coming  quarters",Trade_Wise,2025-01-29 16:57:00,"Revenue UP 14 PC and Pat up 7pc in the period lf slow down, Excellent Results, Coolant Gas Deend Surges globally resulting in UPTICK OT GAS PRICES BY 200PC as Per News Recent In Coming Quarters",0.2732,Positive
SRF,"very  poor  result,  profit  is  191  cr,  exceptional  loss",drramesh29,2025-01-29 16:31:00,"Vary Poor Result, Profit is 191 Tax, Exceptional Loss",-0.3673,Negative
SRF,Revenue  of  3491cr  has  beaten  estimates  of  3399cr  and  PAT  of  271cr  has  also  beaten  estimates  of  236cr.  Chemical  sector  gap  up  tomorrow????,rishi30790,2025-01-29 16:12:00,Revenue of 3491 K Has Beeton Estimates of 3399 K & Pat of 271  Chemical Sector Gaps,-0.7622,Negative
SRF,Results  are  good.  Revenue  improved  and    35  percent  up  PAT  good.  Tomorrow  it  will  hit  52  w  high.  Happy  investing.,aremyes,2025-01-29 16:01:00,Results are good.  Revenue Improved and 35 percent sub pat good.  Tumaro IT will hit 52 and high.  Happy Investing.,0.9118,Positive
SRF,srf  will  rally  10  percent  post  results,srini_varun,2025-01-29 14:57:00,Surf will rally 10 percent post results,0.0,Neutral
SRF,srf  will  fall  back  to  2300  range.  please  wait  and  buy,tradingmom,2025-01-27 19:07:00,Surf Will Fall Back to 2300 Range.  Please weight and boys,0.3182,Positive
SRF,hi  can  u  update  srf  Target  for  tomorrow,RagavRam,2025-01-23 21:56:00,Hi Canal Update Surf Target for Tumaro,0.0,Neutral
SRF,operator  cartels  are  going  against  retailers  understanding  and  sentiment   can  hit  new  highs  now  as  retailers  are  thinking  of  fall  in  srf,ThefabulousPenguin,2025-01-20 05:09:00,Operator Cartles Are Going Against Retailers Understanding and Sentment Can Hit New His Nowas Retailers Are Thinking of Fall in Surf,0.0,Neutral
SRF,"Srinivasahyd

Please  update.  Waiting  for  your  update.",yengees,2025-01-19 20:52:00,"Srinivasaheed

Please update.  Waiting for your update.",0.3182,Positive
SRF,any  delay  for  posting  result  is  not  a  sign  of  weakness,yev,2025-01-18 17:02:00,Other Delay for Posting Results is not a sign of weekness,0.0083,Positive
SRF,sell  target  2390  till  result,oandit,2025-01-16 21:32:00,Cell Target 2390 Till Result,0.0,Neutral
SRF,ur  first  target  achieved.  kindly  give  future  advice,Ajamht,2025-01-16 14:39:00,The first target achide.  Kindli Give Future Advice,0.4939,Positive
SRF,The  price  definitely  has  relevance.  With  higher  USD  price  the  company  can  export  and  with.  USD  touching  87  levels  the  gains  will  be  enormous.  There  could  be  one  more  huge  spike  shortly.,Cool Bull,2025-01-14 06:20:00,The price definitely has released.  With Higher UsD Price The Company Can Export and With.  UsD Touching 87 Levels the Gains will be enormous.  There could be one more huge spike shortly.,0.7713,Positive
SRF,"But  actually  this  price  rise  has  no  effect  on  the  product  price  of  these  two  units.    There  product  price  is  mostly  determined  by  the  demand  and  supply  in  the  country.    More  over  the  rate  contracts  are  already  fixed  for  the  year  and  would  be  reviewed  next  year  only.    Why  the  crazy  buying,  not  understood.",rrp19874,2025-01-12 20:57:00,"But actually this price Rise has no effect on the product price of these two units.    There the product price is mostly determined by the demand and supply in the country.    More over the rate contracts are already fixed for the year and would be reviewed next year only.    Why the crazy buying, not undersrstood.",-0.5499,Negative
SRF,"Shares  of  specialty  chemical  players--SRF  and  Navin  Fluorine  slipped  as  much  as  4  percent  as  investors  rushed  to  cash  in  profits  off  the  counters  after  the  recent  surge  in  the  stocks.  While  SRF  zoomed  nearly  14  percent,  Navin  Fluorine  soared  around  10  percent  in  the  previous  session.  The  surge  in  the  two  stocks  were  fueled  by  reports  of  an  increase  in  prices  of  refrigerant  gases  by  US  gas  distributors.",kamal20,2025-01-10 17:22:00,"Shares of Specialty Chemical Players-SRF and Navin Fluorine Slipped as much as 4 percent as investors rushed to cash in profits of the counters after the recent surge in the stocks.  While srf zoomed nearly 14 percent, Navin Fluorine Soared Around 10 Percent in the Previous Session.  The surge in the two stocks were fuled by reports of an increase in price of refrigerant gases by us gas distributors.",0.7506,Positive
SRF,china  ke  chemical  stock  mein  koi  rally  nhi  aayi  jabki   supplier  hai  duniya  mein  chemicals  ka,ThefabulousPenguin,2025-01-10 15:13:00,There is no rally in China's chemical stock while the supplier is of the world's Chemicals,0.0,Neutral
SRF,demand  hai  nhi  inka  revenue  fall  ho  rha  hai   log  ne  buy  karliya  hai,ThefabulousPenguin,2025-01-10 15:04:00,"There is no demand, their revenue is falling.",-0.128,Negative
SRF,"SRF,  Navin  Fluorine  slip  upto  4prcnt  as  investors  book  profits  after  recent  surge.

SRF  and  Navin  Fluorine  shares  had  surged  upto  14  percent  in  the  last  session  after  reports  suggested  a  hike  in  prices  of  refrigerant  gases  by  US  gas  distributors.

With  todays  fall,  both  SRF  and  Navin  Fluorine  also  snapped  their  three-day  winning  streak.",kamal20,2025-01-10 13:55:00,"SRF, Navin Fluorine Slip Upto 4PRCNT as Investors Book Profits after Recent Surge.

Srf and Navin Fluorine Shares Had Sruised Upto 14 Percent in the Last Session after reports suggested a hike in price in price of refrigerant Gases by us Gas Distributors.

With Todays Fall, Both Srf and Navin Fluorine also snapped their three-day winning streak.",0.8176,Positive
